ID_označavanja;STUPNJEVI_UGROZENOSTI_ID_stupnja;POPULACIJE_ID_populacije;datum
10716;8;7664;2022-08-06
10717;3;7665;2014-10-10
10718;4;7666;2016-11-09
10719;6;7666;2019-09-28
10720;2;7666;2011-10-26
10721;10;7667;2019-06-16
10722;4;7668;2021-10-27
10723;8;7669;2012-09-06
10724;3;7669;2022-05-20
10725;4;7670;2020-02-09
10726;2;7671;2021-01-04
10727;1;7671;2016-07-12
10728;9;7672;2023-07-20
10729;4;7673;2021-09-08
10730;6;7674;2013-12-05
10731;14;7674;2018-01-28
10732;9;7675;2014-08-21
10733;8;7676;2019-03-05
10734;3;7677;2023-02-16
10735;12;7678;2023-08-08
10736;2;7679;2023-05-27
10737;5;7680;2018-07-05
10738;7;7680;2010-10-09
10739;9;7681;2011-11-17
10740;8;7681;2023-02-19
10741;2;7682;2011-10-02
10742;10;7683;2018-02-27
10743;2;7684;2023-08-31
10744;13;7685;2013-04-20
10745;9;7686;2021-11-08
10746;11;7687;2018-01-30
10747;11;7688;2018-05-16
10748;3;7688;2018-01-29
10749;6;7688;2013-11-14
10750;11;7689;2010-10-07
10751;4;7690;2017-02-28
10752;2;7691;2014-08-31
10753;13;7691;2023-09-30
10754;8;7692;2023-01-12
10755;7;7693;2015-01-30
10756;1;7694;2014-07-08
10757;2;7695;2012-09-06
10758;9;7696;2013-09-27
10759;10;7697;2022-08-05
10760;2;7697;2010-03-03
10761;1;7697;2016-05-06
10762;3;7698;2017-09-09
10763;1;7699;2020-02-28
10764;12;7700;2023-01-29
10765;2;7700;2010-04-08
10766;13;7701;2013-05-03
10767;13;7702;2010-12-06
10768;13;7703;2019-06-18
10769;13;7704;2017-04-30
10770;7;7704;2010-07-24
10771;3;7704;2010-11-11
10772;11;7705;2017-09-09
10773;14;7706;2013-10-30
10774;5;7707;2010-12-28
10775;6;7708;2015-09-26
10776;9;7709;2012-03-14
10777;8;7710;2017-08-15
10778;2;7710;2020-10-18
10779;12;7711;2016-04-06
10780;8;7712;2013-03-27
10781;9;7713;2016-04-29
10782;2;7713;2010-12-07
10783;12;7714;2019-09-23
10784;7;7714;2016-11-29
10785;12;7715;2010-10-13
10786;2;7716;2021-08-29
10787;9;7717;2014-12-01
10788;4;7717;2018-10-22
10789;3;7717;2022-11-03
10790;3;7718;2023-05-04
10791;12;7719;2018-10-31
10792;7;7720;2020-06-24
10793;4;7721;2013-08-10
10794;8;7722;2022-01-16
10795;13;7723;2013-01-20
10796;13;7724;2011-08-31
10797;2;7725;2013-07-24
10798;10;7726;2018-07-31
10799;13;7726;2021-03-08
10800;4;7727;2021-10-29
10801;9;7728;2022-04-20
10802;11;7729;2020-03-27
10803;2;7730;2017-08-08
10804;4;7731;2023-12-29
10805;9;7732;2018-12-15
10806;10;7733;2022-05-27
10807;5;7733;2019-12-19
10808;8;7733;2013-05-14
10809;2;7734;2011-02-25
10810;14;7735;2012-08-10
10811;3;7735;2016-08-14
10812;2;7736;2018-06-23
10813;9;7736;2021-05-08
10814;6;7737;2021-04-10
10815;11;7738;2015-03-15
10816;13;7739;2010-12-01
10817;13;7740;2010-10-25
10818;14;7740;2017-07-08
10819;1;7740;2018-11-25
10820;9;7741;2023-10-24
10821;12;7742;2021-09-25
10822;5;7742;2019-11-23
10823;13;7743;2020-10-17
10824;6;7743;2017-06-03
10825;7;7743;2010-05-08
10826;10;7744;2022-01-06
10827;6;7745;2019-04-26
10828;13;7745;2022-06-10
10829;8;7746;2020-08-15
10830;11;7747;2017-07-30
10831;1;7748;2020-03-09
10832;4;7749;2012-12-03
10833;3;7750;2017-01-24
10834;4;7751;2018-07-18
10835;6;7752;2017-12-15
10836;13;7753;2014-12-19
10837;13;7754;2018-02-28
10838;7;7754;2013-07-16
10839;1;7755;2014-02-23
10840;8;7756;2021-12-19
10841;6;7757;2014-06-23
10842;6;7758;2019-02-06
10843;13;7759;2019-04-11
10844;13;7760;2014-07-12
10845;11;7761;2013-11-20
10846;12;7762;2019-09-29
10847;10;7762;2018-10-15
10848;14;7762;2012-03-15
10849;9;7763;2016-11-09
10850;3;7763;2011-07-31
10851;6;7763;2022-09-05
10852;12;7764;2013-10-03
10853;4;7765;2021-10-30
10854;1;7765;2010-02-23
10855;13;7765;2013-10-27
10856;8;7766;2014-12-31
10857;14;7767;2010-09-13
10858;9;7768;2020-12-20
10859;7;7769;2013-10-25
10860;9;7770;2023-04-09
10861;5;7771;2017-11-02
10862;2;7772;2015-08-20
10863;1;7772;2013-03-09
10864;6;7773;2014-04-12
10865;13;7773;2022-01-27
10866;4;7774;2014-06-17
10867;5;7774;2015-06-05
10868;5;7775;2022-11-30
10869;4;7776;2010-12-17
10870;5;7776;2013-02-18
10871;7;7777;2019-09-22
10872;11;7778;2015-12-02
10873;1;7778;2011-06-06
10874;5;7778;2023-02-27
10875;13;7779;2021-11-30
10876;10;7780;2019-09-16
10877;7;7781;2019-05-21
10878;11;7782;2012-07-31
10879;13;7782;2020-01-03
10880;12;7783;2023-10-27
10881;10;7784;2011-04-23
10882;14;7785;2011-05-21
10883;12;7786;2023-11-18
10884;4;7786;2023-11-04
10885;2;7787;2017-12-23
10886;13;7787;2021-07-28
10887;3;7788;2012-03-24
10888;4;7789;2019-03-31
10889;12;7790;2013-06-22
10890;6;7791;2013-03-06
10891;8;7792;2023-11-02
10892;4;7793;2016-08-29
10893;5;7793;2022-02-01
10894;2;7793;2013-04-14
10895;5;7794;2014-10-02
10896;13;7795;2015-05-11
10897;8;7796;2023-12-25
10898;2;7797;2013-03-06
10899;2;7797;2019-03-30
10900;14;7797;2011-10-23
10901;10;7798;2011-04-22
10902;14;7798;2012-08-30
10903;8;7799;2011-05-13
10904;6;7800;2012-05-28
10905;12;7801;2023-05-04
10906;6;7802;2018-07-06
10907;9;7803;2022-07-28
10908;5;7804;2015-06-12
10909;14;7805;2010-05-22
10910;2;7806;2020-07-20
10911;12;7806;2018-09-18
10912;4;7807;2023-11-16
10913;7;7808;2022-01-16
10914;1;7808;2018-04-10
10915;14;7809;2017-05-04
10916;8;7810;2011-05-30
10917;6;7811;2016-12-27
10918;13;7811;2019-12-19
10919;8;7811;2016-01-18
10920;6;7812;2013-01-21
10921;6;7812;2019-05-13
10922;13;7813;2015-03-22
10923;14;7814;2018-10-18
10924;14;7814;2013-06-11
10925;5;7815;2020-01-11
10926;7;7816;2012-03-01
10927;1;7817;2018-07-12
10928;9;7818;2023-11-17
10929;12;7819;2014-11-09
10930;9;7820;2017-04-28
10931;3;7821;2020-06-11
10932;14;7821;2021-10-14
10933;11;7822;2015-01-11
10934;6;7823;2014-12-01
10935;6;7824;2013-07-28
10936;7;7825;2010-01-15
10937;7;7826;2020-01-22
10938;1;7827;2014-11-14
10939;11;7828;2020-09-28
10940;1;7829;2020-12-17
10941;11;7830;2015-09-21
10942;1;7831;2014-04-16
10943;9;7832;2023-05-10
10944;8;7832;2021-02-26
10945;7;7833;2020-12-24
10946;11;7834;2011-09-01
10947;6;7835;2020-12-22
10948;13;7836;2010-01-25
10949;14;7836;2017-07-11
10950;8;7836;2013-04-02
10951;14;7837;2012-05-06
10952;8;7837;2022-12-04
10953;9;7838;2017-06-26
10954;14;7839;2021-10-25
10955;14;7840;2015-02-25
10956;12;7841;2015-11-18
10957;7;7842;2021-03-03
10958;4;7842;2015-09-24
10959;13;7843;2019-06-24
10960;9;7843;2020-08-12
10961;9;7844;2011-02-13
10962;11;7845;2010-05-26
10963;5;7846;2018-08-06
10964;11;7847;2023-01-10
10965;14;7848;2020-11-18
10966;7;7849;2015-03-19
10967;11;7850;2013-02-26
10968;7;7851;2019-03-24
10969;10;7851;2020-03-04
10970;12;7851;2016-10-05
10971;6;7852;2013-11-05
10972;5;7852;2010-04-12
10973;10;7853;2016-02-16
10974;1;7853;2022-07-26
10975;8;7854;2018-03-13
10976;3;7855;2016-12-22
10977;11;7856;2023-03-25
10978;4;7856;2014-05-05
10979;12;7856;2014-11-23
10980;7;7857;2017-10-03
10981;5;7857;2022-12-05
10982;9;7858;2020-02-08
10983;6;7859;2022-08-05
10984;5;7859;2018-08-12
10985;10;7859;2020-05-03
10986;10;7860;2015-01-31
10987;11;7861;2011-11-06
10988;7;7862;2012-12-10
10989;9;7862;2019-12-20
10990;5;7862;2022-01-19
10991;6;7863;2010-10-25
10992;11;7864;2012-03-04
10993;13;7865;2011-12-08
10994;5;7865;2011-02-02
10995;13;7866;2022-04-12
10996;1;7866;2013-02-10
10997;1;7867;2014-03-18
10998;4;7868;2022-10-11
10999;1;7869;2020-07-03
11000;4;7870;2017-07-16
11001;11;7871;2014-03-23
11002;14;7871;2013-03-19
11003;8;7871;2021-05-16
11004;7;7872;2017-02-09
11005;10;7872;2022-11-23
11006;9;7873;2010-05-30
11007;7;7874;2015-07-08
11008;5;7875;2013-02-08
11009;1;7876;2014-03-12
11010;6;7876;2014-01-24
11011;2;7877;2022-05-07
11012;9;7878;2023-09-28
11013;1;7879;2021-10-24
11014;7;7879;2020-09-17
11015;13;7880;2022-11-16
11016;13;7881;2012-10-29
11017;9;7881;2010-07-05
11018;8;7881;2020-02-15
11019;11;7882;2014-04-12
11020;12;7883;2023-03-28
11021;7;7884;2023-12-06
11022;7;7884;2018-06-06
11023;6;7885;2023-07-21
11024;11;7886;2022-07-27
11025;14;7887;2020-04-30
11026;2;7888;2018-05-01
11027;10;7889;2012-08-06
11028;8;7890;2015-06-26
11029;8;7891;2019-06-25
11030;4;7892;2020-06-13
11031;6;7893;2014-02-02
11032;8;7894;2023-12-03
11033;11;7894;2013-01-28
11034;2;7894;2017-05-23
11035;12;7895;2020-05-23
11036;11;7895;2020-11-14
11037;6;7895;2010-09-15
11038;2;7896;2010-07-02
11039;14;7897;2016-08-20
11040;1;7898;2020-07-09
11041;7;7899;2017-11-13
11042;8;7900;2017-08-25
11043;13;7901;2012-04-11
11044;8;7901;2016-11-26
11045;3;7902;2020-03-17
11046;1;7903;2023-10-31
11047;1;7904;2021-06-28
11048;3;7905;2023-09-09
11049;14;7906;2011-07-16
11050;1;7906;2015-03-20
11051;13;7906;2021-10-07
11052;11;7907;2017-10-31
11053;8;7908;2021-04-24
11054;10;7909;2018-01-09
11055;14;7910;2020-07-25
11056;14;7911;2011-11-16
11057;12;7912;2014-09-14
11058;1;7913;2019-06-09
11059;10;7913;2021-03-27
11060;7;7914;2019-06-04
11061;4;7915;2017-12-22
11062;7;7915;2014-03-12
11063;5;7916;2018-05-04
11064;9;7916;2018-06-15
11065;14;7917;2019-12-16
11066;13;7918;2023-10-02
11067;10;7919;2010-01-26
11068;6;7920;2012-05-29
11069;13;7921;2015-02-25
11070;8;7922;2015-12-27
11071;12;7922;2021-12-22
11072;6;7923;2020-02-14
11073;1;7923;2013-05-05
11074;1;7923;2010-02-11
11075;13;7924;2022-03-20
11076;13;7924;2022-05-01
11077;1;7924;2020-05-04
11078;9;7925;2013-12-02
11079;7;7925;2020-06-01
11080;6;7926;2011-02-22
11081;6;7927;2020-10-20
11082;13;7928;2020-05-01
11083;12;7929;2016-10-02
11084;9;7930;2020-06-11
11085;7;7931;2016-02-07
11086;10;7932;2022-05-03
11087;2;7932;2016-02-01
11088;1;7933;2012-12-17
11089;2;7934;2019-03-08
11090;9;7935;2022-06-28
11091;5;7936;2017-05-21
11092;9;7937;2017-09-23
11093;2;7938;2022-02-04
11094;14;7939;2016-03-05
11095;6;7939;2023-01-06
11096;12;7940;2017-08-10
11097;12;7941;2014-10-18
11098;12;7942;2015-12-16
11099;3;7943;2022-06-27
11100;5;7944;2023-04-18
11101;4;7945;2014-04-16
11102;6;7945;2019-08-18
11103;10;7946;2019-01-17
11104;3;7946;2018-01-15
11105;7;7947;2020-04-29
11106;14;7947;2017-05-11
11107;7;7948;2020-08-09
11108;2;7949;2016-01-19
11109;12;7950;2012-09-28
11110;14;7951;2019-03-23
11111;9;7952;2020-01-27
11112;8;7952;2023-09-29
11113;14;7952;2014-03-14
11114;7;7953;2020-09-17
11115;10;7954;2018-12-11
11116;2;7955;2016-12-09
11117;6;7956;2019-11-22
11118;8;7957;2010-11-28
11119;8;7957;2013-06-21
11120;3;7958;2018-07-11
11121;9;7959;2015-05-20
11122;4;7959;2017-07-25
11123;1;7960;2019-05-07
11124;11;7961;2013-10-29
11125;1;7962;2021-09-18
11126;1;7963;2014-01-20
11127;8;7964;2023-03-04
11128;7;7964;2015-12-11
11129;10;7964;2010-06-24
11130;10;7965;2013-12-21
11131;4;7965;2015-09-08
11132;10;7966;2014-06-25
11133;14;7967;2017-02-10
11134;12;7968;2021-08-30
11135;13;7969;2011-11-04
11136;13;7970;2013-10-01
11137;10;7970;2011-09-02
11138;1;7971;2019-12-05
11139;6;7971;2011-07-07
11140;4;7971;2023-08-02
11141;12;7972;2017-03-04
11142;2;7973;2021-11-22
11143;7;7974;2015-05-10
11144;10;7975;2018-09-10
11145;11;7976;2011-01-11
11146;13;7976;2010-05-29
11147;2;7977;2020-03-18
11148;5;7978;2016-09-20
11149;11;7978;2021-10-25
11150;8;7979;2016-02-17
11151;11;7979;2014-11-16
11152;9;7980;2018-04-19
11153;3;7980;2010-11-21
11154;3;7981;2018-12-04
11155;14;7982;2020-06-08
11156;12;7983;2020-01-14
11157;11;7984;2012-06-03
11158;8;7985;2022-02-26
11159;7;7986;2018-01-09
11160;6;7987;2013-07-16
11161;1;7987;2018-03-07
11162;5;7988;2011-01-28
11163;8;7988;2021-12-05
11164;13;7989;2018-11-05
11165;13;7989;2017-08-25
11166;6;7989;2012-02-26
11167;9;7990;2022-03-31
11168;13;7990;2010-06-13
11169;8;7991;2023-05-05
11170;8;7992;2015-06-01
11171;10;7993;2011-11-20
11172;2;7994;2017-04-21
11173;5;7995;2019-08-21
11174;13;7995;2021-12-05
11175;12;7995;2023-02-12
11176;5;7996;2020-08-23
11177;9;7997;2016-01-27
11178;10;7998;2012-05-28
11179;11;7998;2020-08-31
11180;1;7999;2021-12-15
11181;11;8000;2011-02-04
11182;11;8001;2010-04-13
11183;14;8002;2021-07-10
11184;11;8002;2010-01-01
11185;10;8003;2012-05-11
11186;6;8003;2013-11-21
11187;6;8004;2023-08-20
11188;1;8004;2015-08-02
11189;14;8005;2018-11-01
11190;13;8006;2013-07-16
11191;11;8007;2016-07-22
11192;10;8008;2013-10-31
11193;13;8009;2019-02-09
11194;11;8010;2010-06-30
11195;1;8011;2021-04-28
11196;11;8011;2022-01-14
11197;11;8011;2010-06-24
11198;1;8012;2020-08-13
11199;1;8012;2011-07-18
11200;4;8013;2012-09-26
11201;12;8014;2020-04-11
11202;6;8015;2020-09-16
11203;4;8016;2020-09-14
11204;7;8017;2021-03-25
11205;13;8018;2018-10-27
11206;9;8019;2011-02-17
11207;3;8019;2021-02-22
11208;6;8020;2011-12-22
11209;7;8020;2019-02-17
11210;10;8020;2019-08-04
11211;11;8021;2018-07-24
11212;4;8022;2014-06-24
11213;2;8023;2023-04-15
11214;7;8024;2014-09-16
11215;14;8025;2020-10-08
11216;3;8026;2010-04-07
11217;14;8027;2018-11-07
11218;12;8028;2015-11-29
11219;13;8029;2015-02-19
11220;13;8030;2013-01-06
11221;5;8031;2023-10-07
11222;4;8032;2022-11-14
11223;9;8033;2013-09-13
11224;9;8034;2022-06-07
11225;3;8034;2022-11-20
11226;4;8035;2012-11-22
11227;7;8036;2011-03-19
11228;11;8036;2012-12-20
11229;10;8036;2021-09-24
11230;2;8037;2015-09-26
11231;7;8038;2023-06-07
11232;5;8039;2019-10-26
11233;14;8040;2023-05-16
11234;6;8041;2019-06-22
11235;9;8042;2022-07-14
11236;10;8043;2015-12-18
11237;8;8044;2020-03-10
11238;11;8045;2023-06-30
11239;10;8046;2011-03-30
11240;1;8046;2012-09-09
11241;7;8047;2019-01-15
11242;7;8047;2012-12-25
11243;1;8048;2011-10-17
11244;3;8048;2015-09-20
11245;10;8049;2016-05-24
11246;14;8050;2014-05-07
11247;8;8051;2011-05-29
11248;10;8051;2018-01-30
11249;13;8051;2017-12-08
11250;6;8052;2015-04-29
11251;12;8053;2021-12-19
11252;4;8054;2011-07-17
11253;11;8054;2013-05-19
11254;8;8054;2016-02-10
11255;3;8055;2012-03-23
11256;11;8056;2022-01-05
11257;8;8056;2011-07-21
11258;2;8056;2012-07-03
11259;6;8057;2012-12-14
11260;5;8057;2015-07-25
11261;13;8057;2019-04-28
11262;9;8058;2019-08-12
11263;11;8058;2016-06-05
11264;12;8058;2022-03-24
11265;10;8059;2017-03-30
11266;7;8060;2013-11-21
11267;10;8060;2023-04-30
11268;14;8061;2014-09-23
11269;11;8062;2018-03-29
11270;5;8063;2013-08-21
11271;3;8064;2022-09-07
11272;9;8065;2017-10-27
11273;6;8065;2021-09-10
11274;3;8066;2010-12-12
11275;13;8066;2010-09-15
11276;1;8067;2013-11-10
11277;11;8068;2015-05-23
11278;5;8068;2021-08-12
11279;14;8069;2023-10-02
11280;3;8069;2017-06-18
11281;14;8070;2019-02-20
11282;6;8071;2021-06-03
11283;9;8072;2021-05-12
11284;10;8073;2016-05-30
11285;8;8074;2021-01-11
11286;3;8075;2023-02-23
11287;2;8076;2012-12-09
11288;6;8077;2011-09-04
11289;7;8078;2016-05-03
11290;7;8078;2012-10-08
11291;3;8079;2015-05-28
11292;6;8080;2021-05-23
11293;14;8081;2015-08-01
11294;9;8082;2014-09-14
11295;6;8082;2016-05-10
11296;6;8082;2020-12-29
11297;1;8083;2021-03-17
11298;12;8084;2023-01-18
11299;1;8085;2022-02-13
11300;14;8086;2020-05-17
11301;8;8087;2016-11-10
11302;3;8088;2018-05-12
11303;14;8089;2017-11-25
11304;8;8090;2014-07-30
11305;5;8090;2016-04-15
11306;7;8090;2010-10-19
11307;2;8091;2023-02-26
11308;2;8091;2020-06-03
11309;8;8092;2018-12-23
11310;3;8093;2014-09-20
11311;11;8094;2018-05-24
11312;2;8095;2020-04-28
11313;8;8096;2022-03-05
11314;12;8096;2014-12-29
11315;13;8097;2023-06-03
11316;10;8098;2018-02-05
11317;3;8099;2022-09-28
11318;4;8100;2021-05-29
11319;12;8100;2019-04-18
11320;1;8100;2021-05-20
11321;12;8101;2011-02-07
11322;2;8102;2019-06-07
11323;3;8103;2022-12-23
11324;12;8104;2011-04-28
11325;14;8105;2014-12-16
11326;2;8106;2014-10-01
11327;5;8107;2017-09-16
11328;14;8108;2012-12-26
11329;12;8109;2021-11-30
11330;6;8110;2021-03-21
11331;13;8111;2012-09-06
11332;14;8111;2010-06-18
11333;10;8112;2023-02-23
11334;14;8113;2013-03-14
11335;4;8113;2016-09-02
11336;2;8113;2022-03-08
11337;7;8114;2019-10-16
11338;4;8115;2012-07-12
11339;8;8116;2011-02-14
11340;4;8117;2023-12-11
11341;3;8117;2012-08-28
11342;3;8118;2014-04-12
11343;7;8119;2012-05-09
11344;9;8119;2015-03-02
11345;2;8120;2012-07-27
11346;11;8121;2010-03-01
11347;1;8122;2011-01-30
11348;4;8122;2017-08-23
11349;4;8123;2023-01-02
11350;1;8123;2010-09-08
11351;9;8124;2011-02-22
11352;9;8125;2014-05-14
11353;14;8126;2017-10-20
11354;3;8127;2022-05-16
11355;7;8127;2023-09-08
11356;4;8128;2016-11-06
11357;12;8128;2020-11-13
11358;5;8129;2015-04-27
11359;2;8130;2019-04-21
11360;12;8131;2021-01-11
11361;8;8132;2015-02-12
11362;8;8132;2013-12-24
11363;13;8132;2022-01-12
11364;10;8133;2018-12-26
11365;10;8133;2023-10-09
11366;3;8133;2016-12-14
11367;10;8134;2014-04-25
11368;6;8135;2017-02-27
11369;8;8136;2021-12-30
11370;1;8137;2021-06-28
11371;8;8137;2020-09-16
11372;12;8138;2016-04-10
11373;8;8139;2015-10-12
11374;12;8139;2012-07-30
11375;3;8139;2013-06-29
11376;2;8140;2023-08-01
11377;8;8141;2010-04-03
11378;5;8142;2019-05-22
11379;5;8143;2017-06-29
11380;3;8144;2022-03-02
11381;8;8145;2020-07-31
11382;10;8146;2019-05-27
11383;7;8147;2020-06-21
11384;1;8147;2021-04-14
11385;5;8147;2010-07-23
11386;12;8148;2014-08-06
11387;11;8148;2021-06-22
11388;10;8149;2014-03-04
11389;12;8149;2017-10-25
11390;1;8150;2011-01-09
11391;8;8150;2013-09-25
11392;6;8150;2023-12-12
11393;4;8151;2015-02-25
11394;2;8151;2021-10-02
11395;6;8151;2010-08-11
11396;8;8152;2014-07-30
11397;2;8153;2022-07-08
11398;7;8154;2022-06-06
11399;9;8155;2018-04-14
11400;2;8155;2019-07-19
11401;12;8155;2017-04-06
11402;10;8156;2010-05-26
11403;4;8157;2019-05-21
11404;13;8158;2015-12-10
11405;2;8158;2015-07-18
11406;2;8158;2023-08-14
11407;5;8159;2020-03-09
11408;6;8160;2013-08-16
11409;2;8161;2013-06-09
11410;14;8162;2013-09-16
11411;1;8163;2021-07-11
11412;4;8163;2016-03-30
11413;7;8163;2010-11-27
11414;5;8164;2015-03-28
11415;9;8165;2010-12-28
11416;2;8165;2015-06-18
11417;1;8166;2016-12-31
11418;10;8166;2010-12-14
11419;10;8167;2020-07-02
11420;7;8168;2011-08-22
11421;4;8169;2014-04-29
11422;12;8170;2012-02-06
11423;5;8170;2015-08-08
11424;6;8171;2011-02-11
11425;11;8172;2014-02-28
11426;8;8173;2018-11-18
11427;14;8174;2013-12-23
11428;13;8174;2017-10-22
11429;8;8174;2012-09-22
11430;13;8175;2015-02-13
11431;6;8176;2022-09-13
11432;14;8177;2011-05-12
11433;14;8177;2016-01-11
11434;4;8177;2022-03-20
11435;8;8178;2021-01-14
11436;5;8179;2014-12-28
11437;4;8180;2013-02-15
11438;5;8180;2014-02-16
11439;6;8181;2012-08-13
11440;7;8181;2020-02-01
11441;4;8182;2018-04-28
11442;11;8183;2019-05-11
11443;11;8184;2019-06-28
11444;3;8184;2014-10-08
11445;14;8184;2020-01-14
11446;3;8185;2021-10-11
11447;4;8185;2017-02-20
11448;5;8186;2021-12-03
11449;4;8187;2020-08-04
11450;5;8188;2015-04-12
11451;7;8189;2010-04-25
11452;14;8190;2015-11-30
11453;1;8191;2016-11-26
11454;13;8192;2019-10-20
11455;14;8193;2016-06-04
11456;13;8193;2023-08-17
11457;11;8194;2021-06-24
11458;2;8195;2011-03-10
11459;12;8196;2023-11-29
11460;13;8197;2016-08-04
11461;8;8198;2022-05-04
11462;10;8199;2023-06-19
11463;5;8199;2010-07-29
11464;11;8200;2022-09-15
11465;9;8201;2014-03-20
11466;9;8201;2019-04-10
11467;13;8201;2013-01-06
11468;11;8202;2016-12-05
11469;6;8202;2014-10-05
11470;13;8202;2019-05-12
11471;2;8203;2021-01-02
11472;5;8204;2023-07-02
11473;9;8205;2022-07-05
11474;14;8206;2017-01-05
11475;14;8206;2012-07-08
11476;7;8207;2011-01-22
11477;8;8208;2015-06-05
11478;10;8208;2020-09-10
11479;5;8209;2015-05-09
11480;12;8210;2013-07-06
11481;11;8211;2010-11-21
11482;13;8212;2010-01-11
11483;2;8213;2020-06-03
11484;12;8214;2023-02-26
11485;12;8215;2019-10-21
11486;3;8216;2022-11-11
11487;12;8216;2010-04-17
11488;1;8217;2023-11-26
11489;11;8218;2010-06-09
11490;9;8219;2014-04-20
11491;2;8220;2015-11-20
11492;5;8220;2017-12-26
11493;6;8221;2018-05-02
11494;3;8222;2014-02-20
11495;6;8222;2023-12-16
11496;6;8222;2017-03-20
11497;4;8223;2018-03-09
11498;11;8224;2020-12-21
11499;12;8225;2011-09-08
11500;11;8226;2022-02-07
11501;6;8226;2014-10-07
11502;3;8227;2013-07-13
11503;12;8227;2011-06-25
11504;6;8227;2017-08-18
11505;1;8228;2020-11-03
11506;10;8228;2019-02-01
11507;7;8228;2017-04-04
11508;8;8229;2021-11-25
11509;12;8230;2020-11-16
11510;14;8231;2015-04-13
11511;13;8231;2015-06-03
11512;2;8232;2022-01-04
11513;7;8233;2019-06-03
11514;5;8234;2017-12-12
11515;7;8235;2013-10-20
11516;9;8236;2022-10-27
11517;9;8237;2014-12-17
11518;4;8238;2013-07-17
11519;13;8238;2015-07-31
11520;3;8239;2018-06-03
11521;3;8240;2013-05-26
11522;8;8241;2021-02-12
11523;13;8241;2013-02-20
11524;5;8241;2017-07-16
11525;1;8242;2013-02-16
11526;3;8243;2020-04-26
11527;12;8244;2020-04-27
11528;2;8245;2018-03-26
11529;3;8245;2022-06-26
11530;9;8246;2010-08-23
11531;6;8246;2023-06-12
11532;6;8247;2020-08-18
11533;7;8247;2019-08-27
11534;14;8247;2021-06-24
11535;4;8248;2022-03-16
11536;8;8248;2013-01-05
11537;2;8248;2022-07-02
11538;9;8249;2013-06-21
11539;11;8250;2017-12-09
11540;5;8251;2013-05-25
11541;8;8251;2023-05-22
11542;12;8252;2010-07-01
11543;9;8252;2011-06-15
11544;12;8253;2017-05-12
11545;13;8254;2011-05-19
11546;1;8254;2023-05-07
11547;4;8254;2023-08-19
11548;14;8255;2022-05-18
11549;6;8256;2011-05-14
11550;6;8257;2014-06-23
11551;1;8258;2018-06-13
11552;7;8259;2020-09-26
11553;3;8260;2020-12-12
11554;8;8261;2021-11-21
11555;13;8262;2019-06-13
11556;9;8262;2010-03-28
11557;7;8262;2022-04-16
11558;2;8263;2021-09-22
11559;12;8264;2022-09-14
11560;11;8265;2013-06-05
11561;5;8266;2023-11-22
11562;10;8266;2016-01-14
11563;2;8267;2021-08-22
11564;8;8267;2020-08-29
11565;4;8268;2020-01-03
11566;3;8269;2023-09-16
11567;14;8270;2018-12-03
11568;9;8271;2022-08-29
11569;8;8272;2020-11-27
11570;11;8272;2022-10-11
11571;14;8272;2011-07-20
11572;7;8273;2017-09-06
11573;5;8273;2010-08-09
11574;8;8274;2010-04-13
11575;1;8275;2013-12-30
11576;4;8276;2015-03-09
11577;13;8276;2015-12-06
11578;12;8276;2020-10-03
11579;2;8277;2019-04-22
11580;12;8278;2020-11-18
11581;5;8279;2015-02-14
11582;7;8280;2019-10-19
11583;4;8280;2014-06-27
11584;5;8281;2014-09-03
11585;5;8281;2017-09-09
11586;9;8282;2022-06-25
11587;14;8283;2017-11-25
11588;6;8284;2011-06-18
11589;3;8285;2022-05-21
11590;5;8286;2014-09-09
11591;11;8287;2010-06-05
11592;9;8288;2018-04-03
11593;9;8289;2012-10-20
11594;5;8289;2011-12-05
11595;3;8290;2014-09-29
11596;3;8291;2017-01-26
11597;4;8292;2011-05-06
11598;12;8292;2016-06-28
11599;12;8293;2020-04-10
11600;1;8293;2018-11-19
11601;2;8294;2017-03-29
11602;13;8295;2014-08-11
11603;5;8295;2021-03-20
11604;1;8295;2021-11-13
11605;4;8296;2022-06-24
11606;5;8297;2011-03-13
11607;5;8298;2014-05-01
11608;6;8299;2020-06-20
11609;2;8299;2017-04-15
11610;12;8299;2018-05-26
11611;4;8300;2023-08-09
11612;7;8301;2013-05-29
11613;7;8302;2021-03-17
11614;6;8302;2016-11-09
11615;8;8303;2010-08-05
11616;12;8303;2023-05-05
11617;6;8304;2016-09-26
11618;12;8305;2018-10-09
11619;4;8305;2017-12-26
11620;1;8306;2014-01-04
11621;13;8307;2010-05-08
11622;12;8308;2022-09-20
11623;6;8308;2011-09-20
11624;3;8308;2014-02-05
11625;3;8309;2020-03-05
11626;13;8310;2011-11-10
11627;14;8311;2022-11-13
11628;14;8311;2015-09-04
11629;5;8311;2010-04-19
11630;3;8312;2017-10-29
11631;10;8312;2021-04-07
11632;6;8313;2018-04-04
11633;4;8314;2020-06-13
11634;12;8315;2019-11-28
11635;5;8316;2021-10-20
11636;9;8317;2022-02-19
11637;3;8318;2017-05-31
11638;10;8318;2017-11-21
11639;3;8318;2021-09-10
11640;11;8319;2015-09-08
11641;4;8320;2022-04-06
11642;7;8320;2018-10-12
11643;2;8321;2019-09-11
11644;12;8322;2015-08-16
