PK_ID_meduodnosa;POPULACIJE_ID_populacije1;POPULACIJE_ID_populacije2;INTERAKCIJE_ID_interakcije
25441;21718;42876;5
25442;19484;22789;3
25443;37074;2553;4
25444;13384;20864;1
25445;5881;16565;4
25446;20348;3752;3
25447;24026;9251;3
25448;43812;42875;5
25449;17592;21651;4
25450;24111;23378;1
25451;39223;29460;4
25452;19626;11257;4
25453;31685;27627;4
25454;15462;37390;6
25455;22833;23075;3
25456;34189;4822;1
25457;42491;35256;1
25458;17101;28275;1
25459;17128;20683;2
25460;8750;11707;1
25461;5801;2717;1
25462;9660;4007;1
25463;33356;37624;4
25464;17350;39146;4
25465;2985;4477;5
25466;17377;23015;2
25467;26051;35882;1
25468;1962;5402;5
25469;34172;26304;1
25470;34850;44865;3
25471;13870;27088;4
25472;37518;24489;6
25473;14775;21255;6
25474;1870;3587;6
25475;23430;45780;5
25476;12030;45999;6
25477;14645;29149;5
25478;29070;32863;3
25479;26735;16613;6
25480;16879;38565;3
25481;34991;13301;4
25482;1608;20236;3
25483;48911;38630;6
25484;31512;5497;6
25485;10375;2666;3
25486;30201;49664;6
25487;49370;8272;2
25488;8711;36758;2
25489;5151;41724;6
25490;27041;43946;2
25491;14519;14323;1
25492;24356;43418;2
25493;7066;44555;4
25494;14762;31600;5
25495;46599;37190;6
25496;38106;10643;4
25497;47875;279;4
25498;9441;32638;5
25499;24852;6593;6
25500;23582;34707;2
25501;41947;41092;6
25502;20094;40930;2
25503;35482;41347;2
25504;18281;42047;3
25505;47303;9163;2
25506;33630;21723;2
25507;29365;16750;2
25508;43994;37809;6
25509;49980;43490;2
25510;1122;43285;3
25511;16100;11179;1
25512;15546;277;1
25513;19968;26817;5
25514;31238;12269;2
25515;25490;13518;6
25516;9310;34731;1
25517;9922;45685;5
25518;23113;44582;2
25519;16562;84;1
25520;8461;4184;4
25521;42195;33270;1
25522;22903;33664;6
25523;37208;503;2
25524;20559;39668;6
25525;33732;555;5
25526;19086;38709;2
25527;30859;23020;6
25528;38136;3864;6
25529;17514;16708;5
25530;18515;25990;2
25531;32128;16995;5
25532;10303;10222;4
25533;14986;29038;3
25534;40978;5712;3
25535;32761;36876;6
25536;4798;50;6
25537;40657;48497;6
25538;12084;23787;2
25539;7672;3986;3
25540;7014;42630;4
25541;35814;19888;6
25542;1571;7420;5
25543;6721;38495;6
25544;387;15279;2
25545;7433;3606;2
25546;9792;30417;3
25547;43034;14245;4
25548;36224;28866;6
25549;24041;1542;2
25550;1044;20724;6
25551;42181;28349;2
25552;28401;29086;1
25553;13508;357;1
25554;16951;2995;3
25555;1938;47037;6
25556;9405;10788;4
25557;26997;20379;2
25558;31203;9461;3
25559;39134;34492;1
25560;7168;88;2
25561;37253;12889;6
25562;14807;47783;5
25563;33473;26917;1
25564;36737;37035;2
25565;32113;44375;2
25566;14882;24164;1
25567;39057;18602;6
25568;33873;1120;6
25569;20;5800;3
25570;4851;33789;6
25571;46026;26884;2
25572;38077;18602;3
25573;15944;2771;4
25574;30489;24150;5
25575;33181;2600;5
25576;2630;39881;6
25577;20888;6361;1
25578;43232;25950;2
25579;4233;42746;6
25580;8354;39436;3
25581;6284;46316;6
25582;10015;24189;3
25583;46783;7551;2
25584;19700;43626;1
25585;21466;26773;6
25586;49516;48824;6
25587;1595;43082;4
25588;22030;9196;4
25589;33118;22861;3
25590;9687;7850;6
25591;23107;29852;2
25592;34655;49094;4
25593;29314;48948;2
25594;4235;7804;1
25595;39145;7959;2
25596;42591;20296;6
25597;48131;3400;2
25598;2044;37806;3
25599;2191;22432;3
25600;32547;18980;6
25601;13992;25109;5
25602;32606;22122;3
25603;31150;37071;3
25604;4801;36657;6
25605;18754;34414;1
25606;40406;3923;3
25607;44640;8299;5
25608;31801;31001;3
25609;46155;7036;6
25610;21679;9971;4
25611;45414;46695;2
25612;2962;42741;3
25613;45022;1650;4
25614;26090;5739;6
25615;31797;16805;2
25616;1844;20474;5
25617;2477;30838;5
25618;48797;29934;1
25619;19834;2735;4
25620;41492;18806;1
25621;47665;7942;3
25622;11086;7934;3
25623;30373;9730;6
25624;47087;40684;3
25625;3782;17509;5
25626;44120;42777;5
25627;3032;44273;1
25628;35489;4105;1
25629;32089;13346;6
25630;4650;27223;2
25631;40197;23307;1
25632;20132;20658;1
25633;44741;1401;1
25634;22058;45907;3
25635;8735;41127;6
25636;3389;30248;6
25637;10934;26857;4
25638;18286;31655;6
25639;20382;47509;2
25640;37363;13361;3
25641;48151;31449;1
25642;46918;37781;4
25643;46740;13748;1
25644;14450;7264;4
25645;4021;35456;2
25646;11976;17022;2
25647;20936;3728;6
25648;30166;12193;6
25649;38713;20900;1
25650;23232;40590;5
25651;25844;36608;4
25652;3005;22790;5
25653;10894;36503;6
25654;26369;26885;1
25655;27880;3006;3
25656;48466;29662;3
25657;42000;29837;3
25658;18758;6865;6
25659;33166;1329;1
25660;19047;19217;4
25661;6650;39885;2
25662;33875;40418;6
25663;46084;234;3
25664;14782;12212;6
25665;41845;28293;3
25666;18049;1137;3
25667;47952;33861;5
25668;16317;378;5
25669;29964;28160;4
25670;10000;22442;4
25671;48024;18555;6
25672;28015;26689;2
25673;20786;17558;6
25674;16848;29151;5
25675;3827;40036;4
25676;18558;28657;3
25677;49705;12022;6
25678;36772;10784;4
25679;45886;49891;3
25680;13237;24870;3
25681;2951;4517;1
25682;1589;40282;3
25683;46842;46030;6
25684;49969;38905;4
25685;31679;15955;3
25686;11838;27809;6
25687;3161;44683;5
25688;22684;20604;6
25689;40625;21982;6
25690;32212;11530;5
25691;29574;3338;1
25692;1727;7971;2
25693;37097;13195;1
25694;5806;26126;4
25695;40228;47624;4
25696;33023;48965;1
25697;21962;48469;3
25698;29060;40464;3
25699;29160;1505;6
25700;23057;28789;4
25701;37761;5076;5
25702;3494;22528;2
25703;43506;46215;2
25704;18520;39805;5
25705;42641;27842;6
25706;30063;936;2
25707;4847;11538;4
25708;36441;37801;2
25709;29860;43840;4
25710;35026;49181;6
25711;11808;19412;5
25712;16181;11455;1
25713;2226;42730;5
25714;11464;22222;4
25715;4985;44153;1
25716;36759;25549;3
25717;5465;27707;6
25718;31229;1702;4
25719;373;22982;1
25720;7242;35351;1
25721;24146;1039;5
25722;4519;46021;3
25723;20324;6036;4
25724;29133;45828;1
25725;30958;4435;6
25726;22004;11590;4
25727;43481;34477;6
25728;15921;30147;2
25729;1692;10066;3
25730;11076;37142;4
25731;15655;20205;2
25732;44893;10912;6
25733;26019;27375;3
25734;27138;47932;4
25735;31009;38857;6
25736;43823;13668;6
25737;26424;14054;6
25738;1242;5752;6
25739;13646;18564;3
25740;43793;16829;3
25741;13454;14582;4
25742;49559;24591;5
25743;24697;34771;3
25744;7976;21343;3
25745;45906;952;5
25746;40915;38794;2
25747;16996;5763;3
25748;1036;34938;4
25749;41497;31809;6
25750;21337;48105;3
25751;18970;2624;1
25752;24031;22235;6
25753;23765;30818;6
25754;41700;8635;3
25755;40571;5745;3
25756;24614;7516;2
25757;18760;22725;5
25758;13270;36400;4
25759;45294;5864;5
25760;49296;48989;5
25761;45733;37913;1
25762;42603;27632;5
25763;29066;371;4
25764;35485;21880;4
25765;14105;6424;2
25766;29774;41299;6
25767;19539;19565;1
25768;41969;23861;4
25769;14284;12394;2
25770;34925;38167;2
25771;34150;17648;6
25772;45579;14835;4
25773;4003;2921;1
25774;21187;8863;3
25775;47759;28064;3
25776;3986;49308;6
25777;36376;46059;2
25778;19716;10293;5
25779;8804;6121;5
25780;30141;30570;4
25781;21342;32216;4
25782;8844;18772;6
25783;13944;17126;3
25784;6935;23086;3
25785;31690;25214;3
25786;32157;38165;2
25787;35967;4333;6
25788;46517;5402;2
25789;44167;21675;6
25790;5504;41777;6
25791;48950;13091;6
25792;23858;43894;6
25793;19337;16709;5
25794;7713;16746;3
25795;5613;11522;6
25796;36424;24896;4
25797;32514;38575;4
25798;22484;2809;3
25799;10176;8333;1
25800;42846;23455;4
25801;25090;45208;6
25802;20075;29017;6
25803;14394;11053;4
25804;2716;18479;4
25805;3293;37701;4
25806;30658;19215;2
25807;43959;41911;5
25808;16410;41918;6
25809;36351;30403;4
25810;9547;4602;1
25811;11086;21822;6
25812;20420;16134;2
25813;40515;31665;4
25814;20308;48413;4
25815;9111;5710;4
25816;30686;46536;2
25817;27700;22118;1
25818;106;36420;5
25819;40687;31262;1
25820;44853;24059;1
25821;47841;38652;4
25822;18642;12111;1
25823;39636;7196;1
25824;31362;2111;1
25825;42150;26558;1
25826;41798;32451;4
25827;18831;3852;1
25828;17704;39236;3
25829;23361;13232;5
25830;37146;22846;1
25831;29128;10026;1
25832;20556;2434;3
25833;35524;6762;6
25834;8560;31225;3
25835;19482;31430;5
25836;7092;35468;6
25837;28922;35392;6
25838;16630;23842;5
25839;37860;39406;4
25840;11809;24893;3
25841;45043;43799;4
25842;20773;44179;5
25843;25854;10778;6
25844;41069;44917;2
25845;39453;35697;4
25846;5399;26354;1
25847;39599;1356;1
25848;11866;2605;5
25849;41181;14838;3
25850;5509;21621;6
25851;15715;42842;4
25852;45716;21458;5
25853;49633;23777;2
25854;49470;24836;3
25855;19373;38267;3
25856;16419;23234;3
25857;21775;2954;4
25858;38464;21820;2
25859;35596;26120;4
25860;17776;2332;1
25861;40641;7991;3
25862;92;3155;3
25863;5621;37340;6
25864;26824;7278;2
25865;16777;49851;4
25866;47835;34;2
25867;35102;42786;5
25868;49002;28369;4
25869;25215;45327;3
25870;2624;43572;3
25871;27675;8354;4
25872;9392;29331;1
25873;21140;32173;6
25874;46334;31307;1
25875;19200;28816;6
25876;16120;2270;4
25877;36077;282;6
25878;19327;32746;2
25879;13325;42707;6
25880;23936;5885;6
25881;9651;41741;3
25882;30132;18873;5
25883;41492;18726;1
25884;18819;20806;1
25885;1682;43086;4
25886;6687;11418;1
25887;274;19201;6
25888;11585;17425;2
25889;47216;38188;5
25890;41628;30373;1
25891;31583;48110;2
25892;30567;43947;5
25893;33500;35573;1
25894;21464;46454;3
25895;39510;23477;3
25896;33608;13482;6
25897;8260;10495;3
25898;35862;25604;3
25899;23322;11960;2
25900;1231;20852;2
25901;19532;329;5
25902;22893;3728;1
25903;37563;33920;2
25904;41887;12016;5
25905;21944;10530;2
25906;42015;9649;5
25907;39892;49970;1
25908;41116;16312;3
25909;22727;38031;5
25910;30183;39883;1
25911;28600;7069;6
25912;12827;30411;1
25913;46691;8345;3
25914;14799;33968;2
25915;20387;5677;6
25916;2302;18343;4
25917;41337;20757;2
25918;23401;47344;2
25919;37040;17906;5
25920;11140;6466;4
25921;46469;49221;6
25922;26844;2818;2
25923;27526;11918;5
25924;40223;33026;6
25925;83;24036;6
25926;1119;23923;6
25927;49413;14247;3
25928;4668;43457;4
25929;25466;30447;4
25930;42429;11548;6
25931;2552;40040;5
25932;27481;26343;3
25933;42093;8295;1
25934;48500;3627;3
25935;30345;39696;2
25936;22198;5678;3
25937;6147;14722;2
25938;36506;37181;5
25939;3236;21703;2
25940;20750;2793;1
25941;13175;39620;3
25942;41437;10172;2
25943;40099;46880;3
25944;48128;1390;4
25945;41280;2563;4
25946;1057;35633;5
25947;21072;19275;4
25948;30663;12015;3
25949;12051;19083;1
25950;1634;31051;5
25951;4735;1541;1
25952;5205;35424;1
25953;44878;9730;4
25954;76;27443;6
25955;16555;18628;2
25956;40345;37395;4
25957;36580;3943;6
25958;22893;9674;1
25959;9977;43730;3
25960;9105;12840;5
25961;23318;11412;3
25962;40063;30932;4
25963;32045;43389;1
25964;19595;19248;3
25965;40085;47872;1
25966;8050;33590;3
25967;6734;9874;5
25968;25209;48633;3
25969;40752;25227;3
25970;23926;19081;4
25971;11565;24694;6
25972;2173;32834;2
25973;4912;4643;2
25974;661;12092;5
25975;19288;32327;4
25976;38598;3798;5
25977;14013;36603;4
25978;44251;20016;1
25979;16418;36825;1
25980;27445;1212;6
25981;42426;42467;6
25982;34213;7652;2
25983;20135;16131;3
25984;48657;12118;5
25985;40635;6492;6
25986;44154;18491;6
25987;31990;12230;4
25988;6231;22293;4
25989;6526;1717;5
25990;45078;3506;6
25991;5588;44668;6
25992;18421;40882;5
25993;40393;17340;5
25994;1837;10432;2
25995;39337;348;5
25996;34057;33536;6
25997;13285;28112;2
25998;28595;36002;1
25999;44746;9283;4
26000;25967;8560;3
26001;1942;28473;5
26002;46595;12206;6
26003;47683;32167;1
26004;38469;27582;4
26005;40515;43755;2
26006;25360;20196;3
26007;31373;34210;6
26008;19293;1693;1
26009;44778;28419;6
26010;38670;6213;5
26011;18;25282;6
26012;14321;46542;1
26013;4346;14724;5
26014;33350;38482;5
26015;12484;22463;6
26016;19131;21343;1
26017;2186;35078;1
26018;49464;15874;1
26019;10365;46403;3
26020;41713;32929;5
26021;27346;6147;6
26022;26989;34804;3
26023;6512;5322;1
26024;43295;22038;1
26025;38657;14982;2
26026;974;8748;4
26027;45637;39177;1
26028;21255;3442;6
26029;34239;7444;4
26030;12049;8097;3
26031;30703;25484;6
26032;42970;42152;1
26033;43263;7289;6
26034;48927;14832;6
26035;46695;49709;1
26036;42286;16318;1
26037;16499;37090;5
26038;47779;45030;4
26039;27503;15040;3
26040;9839;35600;3
26041;23036;32775;2
26042;35205;16394;6
26043;49217;11198;4
26044;3851;16605;4
26045;23269;33008;1
26046;14839;40497;3
26047;5291;48646;6
26048;11575;15442;2
26049;20546;40947;5
26050;1088;1505;6
26051;42119;17864;4
26052;48577;31612;6
26053;49897;32732;1
26054;19169;27229;3
26055;46269;28936;5
26056;36972;46670;2
26057;42570;6882;3
26058;42611;18813;6
26059;18078;7266;6
26060;14085;13202;2
26061;26964;3503;2
26062;48894;48856;1
26063;10288;46745;4
26064;43598;10131;3
26065;41384;8025;1
26066;40875;10330;3
26067;10697;44905;3
26068;4101;9653;4
26069;22740;21238;1
26070;20872;29403;1
26071;45421;25144;5
26072;40291;5744;1
26073;25452;2460;4
26074;48097;36453;4
26075;38016;48016;1
26076;40136;49785;5
26077;47087;49781;1
26078;20760;46432;5
26079;18642;32695;3
26080;38770;20428;1
26081;48090;16026;3
26082;4472;7925;2
26083;29843;31358;4
26084;33017;10779;6
26085;14355;23176;5
26086;15020;22373;5
26087;13556;25507;6
26088;28239;32256;2
26089;35820;13214;3
26090;32370;13841;6
26091;21650;48000;5
26092;46933;7832;1
26093;43169;16646;3
26094;15752;19154;6
26095;18305;31956;3
26096;15975;36915;6
26097;25090;22264;2
26098;21025;6798;1
26099;5285;21773;3
26100;15592;34760;2
26101;940;1179;5
26102;46960;31219;6
26103;22443;34599;3
26104;47188;15471;3
26105;2555;28748;4
26106;26464;39752;1
26107;13339;8897;2
26108;29106;3212;1
26109;30532;45794;2
26110;14977;25224;2
26111;43227;41869;4
26112;43341;44047;3
26113;22188;25408;3
26114;6121;10627;5
26115;20801;34148;6
26116;37374;26078;3
26117;44575;45642;3
26118;25905;27637;1
26119;12232;19157;2
26120;43505;25173;2
26121;26937;1183;6
26122;4166;14998;2
26123;39833;27884;4
26124;13562;32745;2
26125;47125;3237;2
26126;49412;203;4
26127;9274;29018;4
26128;8750;9789;1
26129;48377;38884;3
26130;16562;20131;1
26131;44367;15153;3
26132;31514;8978;1
26133;2997;33624;6
26134;305;32441;6
26135;12044;43054;3
26136;41501;31608;1
26137;47182;34653;3
26138;41375;44141;6
26139;16773;2228;3
26140;46687;45164;3
26141;17778;9739;2
26142;18203;5808;2
26143;16908;44804;1
26144;17946;43991;6
26145;12136;45287;4
26146;34079;43315;3
26147;46576;17258;6
26148;31253;47168;4
26149;16669;23426;5
26150;16096;5615;5
26151;2491;17955;5
26152;16997;42728;1
26153;38482;30285;5
26154;1488;47106;6
26155;23448;40294;4
26156;10780;14161;6
26157;49978;26643;1
26158;29486;34719;2
26159;34535;44419;2
26160;20739;30532;5
26161;11696;41216;3
26162;29107;45234;5
26163;26544;22783;4
26164;13048;17678;4
26165;42397;15359;4
26166;14018;11371;5
26167;34908;2251;4
26168;29451;29249;2
26169;11322;46452;3
26170;43834;26341;6
26171;25424;28896;4
26172;45437;38817;5
26173;45841;9625;1
26174;33903;11179;5
26175;4299;23392;6
26176;574;22189;3
26177;46014;46239;2
26178;12801;347;5
26179;22687;49163;4
26180;5398;15382;4
26181;20582;8015;4
26182;28028;39674;6
26183;9604;46895;1
26184;35736;28940;5
26185;20553;23591;1
26186;18023;6739;6
26187;7608;22252;6
26188;34810;48015;3
26189;19531;31117;1
26190;47834;1128;1
26191;3311;7137;2
26192;9245;41806;3
26193;26379;36211;1
26194;18090;22430;1
26195;19977;5589;5
26196;1125;48057;5
26197;48820;19674;5
26198;33805;13132;2
26199;35951;8882;1
26200;11590;44470;2
26201;19080;17628;4
26202;20029;31835;3
26203;35848;35789;1
26204;44894;3055;3
26205;30327;24755;3
26206;21459;26473;6
26207;461;6639;2
26208;33512;45700;5
26209;13033;19072;5
26210;30048;12147;6
26211;49858;13130;1
26212;15194;46742;4
26213;37374;34809;6
26214;28721;12645;1
26215;27435;41997;2
26216;9378;42025;6
26217;2334;40951;6
26218;45455;5601;3
26219;6992;924;5
26220;15030;30578;1
26221;13807;45776;4
26222;43494;30360;1
26223;37241;34891;6
26224;1913;22637;4
26225;28798;48688;3
26226;31258;18286;1
26227;34492;32866;3
26228;16540;27020;3
26229;13205;17377;6
26230;1908;15858;1
26231;23544;24253;2
26232;32316;49057;3
26233;2979;8776;1
26234;18287;44481;3
26235;29364;43515;1
26236;14894;21288;6
26237;19663;24119;5
26238;23282;12582;1
26239;16034;48541;2
26240;5045;25042;5
26241;44771;2544;2
26242;42295;27895;6
26243;24654;37930;5
26244;9136;30365;4
26245;46470;2017;2
26246;18663;49491;4
26247;13020;35355;3
26248;18121;1091;5
26249;514;40686;1
26250;34605;41813;5
26251;6724;49160;5
26252;122;10213;4
26253;48443;40197;1
26254;21597;39713;1
26255;43197;27562;2
26256;5529;2349;2
26257;7923;21562;6
26258;29953;41071;1
26259;13211;41026;3
26260;49690;3739;5
26261;43738;4972;3
26262;27265;23473;6
26263;25099;4024;2
26264;13494;11304;5
26265;46765;47892;4
26266;21881;22581;1
26267;25900;46724;2
26268;40775;38744;5
26269;26760;17259;5
26270;41038;43899;4
26271;31623;12140;2
26272;28923;25970;6
26273;1985;8733;4
26274;15884;3707;5
26275;14639;44294;5
26276;22836;27432;5
26277;7301;48759;1
26278;8661;37855;6
26279;21528;35174;2
26280;9774;36918;5
26281;28496;17555;4
26282;1962;26474;6
26283;10756;19907;6
26284;32105;17019;5
26285;3071;36265;6
26286;27324;685;2
26287;43901;2858;1
26288;38995;35867;2
26289;43981;43718;1
26290;8034;45745;4
26291;24827;30021;2
26292;5188;40829;2
26293;2103;48038;1
26294;15528;4644;4
26295;39299;37153;3
26296;46106;13871;1
26297;25582;11908;6
26298;35827;48075;6
26299;20834;2191;3
26300;709;33061;3
26301;8590;23450;2
26302;28843;19142;2
26303;17653;43188;2
26304;23810;13548;4
26305;4513;29276;5
26306;1092;16528;4
26307;29317;15678;1
26308;13032;34971;5
26309;22700;17878;1
26310;34196;1447;4
26311;3158;48096;1
26312;28114;14370;6
26313;22654;43473;6
26314;40360;26354;5
26315;27253;8631;4
26316;23243;48532;4
26317;32532;27761;6
26318;47002;18182;2
26319;16932;17697;3
26320;40616;39408;3
26321;224;30281;6
26322;28655;18712;3
26323;12781;37024;3
26324;13977;17923;6
26325;4126;17294;1
26326;24946;5361;2
26327;37220;3985;2
26328;30856;43450;6
26329;48531;24873;1
26330;24170;4667;2
26331;16805;23302;6
26332;7016;24789;4
26333;17857;6736;4
26334;16896;45442;6
26335;11828;16635;6
26336;46473;10725;6
26337;28291;32281;6
26338;38587;15249;4
26339;32114;47322;4
26340;32738;33914;3
26341;36295;23021;1
26342;23542;29060;6
26343;8885;46598;3
26344;1020;32809;3
26345;16076;4454;4
26346;13426;36422;1
26347;11832;21908;3
26348;37814;20686;4
26349;5715;15428;3
26350;23372;48218;3
26351;29622;40181;1
26352;39819;22575;3
26353;23455;23347;6
26354;43171;18668;4
26355;5406;16975;3
26356;1932;1291;2
26357;45287;8495;4
26358;18747;21703;1
26359;35448;18984;1
26360;40044;33965;6
26361;36235;36727;2
26362;37253;29898;5
26363;23749;46824;1
26364;14920;10344;5
26365;10215;26702;5
26366;3460;39094;4
26367;41171;19169;2
26368;48913;25444;6
26369;44006;322;1
26370;19907;4001;3
26371;23343;33482;3
26372;37001;30682;5
26373;35021;12202;1
26374;6210;12960;1
26375;8442;26736;3
26376;7777;42115;5
26377;32589;16210;5
26378;34276;13794;6
26379;29333;25252;4
26380;40425;38595;5
26381;8205;42855;2
26382;39698;34796;3
26383;46344;35530;1
26384;40499;35110;6
26385;5584;36556;1
26386;44171;39881;2
26387;26841;30863;2
26388;20696;22648;1
26389;48764;2560;6
26390;7795;30585;4
26391;21581;17649;6
26392;42034;41360;3
26393;173;1743;5
26394;38214;40373;1
26395;14693;30759;5
26396;38753;35274;6
26397;16623;10965;2
26398;16940;32511;1
26399;1709;20770;4
26400;1587;15483;3
26401;8234;6634;4
26402;16723;2882;5
26403;22519;4966;5
26404;30988;20304;5
26405;383;21406;4
26406;47270;8070;6
26407;32541;28902;6
26408;11862;21935;4
26409;24283;23887;6
26410;7422;44563;2
26411;33253;39967;3
26412;10559;6747;3
26413;2010;7644;6
26414;33194;16368;6
26415;26349;24733;5
26416;37874;41103;4
26417;39593;42095;2
26418;39656;8310;6
26419;20147;15821;5
26420;14763;29944;3
26421;10026;47488;4
26422;19290;48651;6
26423;39389;46022;1
26424;35078;38264;6
26425;39141;8474;5
26426;9320;33833;2
26427;31371;7569;1
26428;44996;23247;6
26429;13645;24293;1
26430;4391;40746;2
26431;19704;41794;5
26432;34071;17498;5
26433;20776;40988;3
26434;32451;29237;1
26435;42472;2194;3
26436;30914;18832;4
26437;35822;7966;5
26438;47871;36043;1
26439;47151;13259;3
26440;2590;20282;6
26441;42142;626;1
26442;29872;37788;2
26443;27967;31418;6
26444;37999;1135;3
26445;17691;11126;5
26446;17868;4244;4
26447;36796;45274;4
26448;34095;46452;6
26449;2958;22848;2
26450;30618;42613;1
26451;3416;7885;5
26452;33849;23450;5
26453;16802;17256;3
26454;25446;39983;2
26455;27206;43034;1
26456;13592;33304;3
26457;5435;38378;6
26458;24788;6771;6
26459;47709;3220;5
26460;45901;27533;1
26461;38700;28837;3
26462;14179;14122;1
26463;45242;20910;1
26464;39665;6165;1
26465;7162;10119;6
26466;1177;19012;3
26467;29971;17887;4
26468;15990;36512;4
26469;38623;9482;3
26470;6642;13535;5
26471;28796;8876;6
26472;43487;2013;6
26473;11863;34774;5
26474;39641;694;3
26475;16527;22047;2
26476;40702;10812;2
26477;21528;39036;6
26478;19258;21220;2
26479;49333;20312;4
26480;12768;11168;4
26481;46339;24998;5
26482;37389;48936;3
26483;38704;16557;1
26484;47732;15396;6
26485;23517;8506;1
26486;21581;32857;5
26487;9186;8383;5
26488;21929;21447;1
26489;33107;4032;6
26490;9402;37218;1
26491;14910;11309;5
26492;17211;25587;1
26493;43573;17800;2
26494;15352;6327;2
26495;31662;3048;5
26496;36683;5800;2
26497;23384;22451;1
26498;34525;18249;4
26499;44421;25579;1
26500;13734;22589;6
26501;3153;19070;1
26502;13998;40363;5
26503;46953;7268;1
26504;43208;8389;5
26505;39493;24437;2
26506;21505;29675;1
26507;3802;38011;6
26508;34537;48787;5
26509;39459;12405;5
26510;38188;28296;6
26511;39798;40417;6
26512;3163;21768;5
26513;34544;41796;2
26514;6400;14173;6
26515;39285;44857;1
26516;26127;28110;6
26517;48617;42938;4
26518;20767;13305;3
26519;32541;41780;6
26520;44208;10881;2
26521;12020;18860;2
26522;44717;45223;3
26523;46620;47974;2
26524;48081;35796;2
26525;10031;29289;2
26526;47974;29684;5
26527;32149;12344;4
26528;21425;10053;3
26529;30165;26353;1
26530;46287;11627;4
26531;24163;45432;2
26532;45798;27355;2
26533;21661;16398;5
26534;34713;21152;2
26535;12819;3831;1
26536;42551;36151;1
26537;29085;14566;6
26538;7740;29273;5
26539;6957;35554;2
26540;17381;30833;1
26541;46658;4494;3
26542;9463;26364;1
26543;10533;11899;6
26544;25015;42956;1
26545;22110;2492;1
26546;45565;44443;2
26547;44934;6401;1
26548;8569;8505;5
26549;38584;19365;3
26550;31549;32951;3
26551;48942;11478;3
26552;46838;29631;2
26553;16198;45497;4
26554;25065;39622;3
26555;19157;28201;1
26556;10858;31151;3
26557;7004;16723;2
26558;36768;5566;4
26559;28468;27491;1
26560;46877;42795;6
26561;23769;3671;3
26562;7101;12146;2
26563;1938;40697;2
26564;14866;46082;3
26565;13495;6847;2
26566;26861;5445;2
26567;11738;11841;2
26568;26695;43124;3
26569;30853;8412;6
26570;14393;31758;4
26571;6454;39505;5
26572;7425;47484;3
26573;27707;15630;4
26574;11224;41715;6
26575;6220;38126;2
26576;16563;6804;2
26577;40402;45181;3
26578;43283;38214;2
26579;239;15623;6
26580;14850;41254;5
26581;25330;10088;2
26582;35375;3918;4
26583;31593;40102;4
26584;2436;15666;4
26585;4837;47977;2
26586;14116;26790;3
26587;88;4300;4
26588;23089;19746;5
26589;18141;22339;1
26590;40403;15670;6
26591;7048;12614;5
26592;31874;49955;1
26593;20665;48326;3
26594;7522;24389;3
26595;35681;36640;6
26596;15694;46587;1
26597;6053;19743;3
26598;15150;11498;5
26599;35276;19756;4
26600;2117;49194;1
26601;29863;22846;5
26602;38381;4742;2
26603;4099;42346;5
26604;25905;8558;5
26605;17476;19556;1
26606;21960;43767;5
26607;7625;31731;3
26608;16435;23735;5
26609;25246;5285;5
26610;8555;7395;4
26611;5108;36124;5
26612;37952;14159;1
26613;28315;31234;5
26614;32513;12890;2
26615;21136;8703;3
26616;2304;22097;1
26617;38114;1008;5
26618;32045;14963;2
26619;19135;9824;5
26620;45625;5046;4
26621;38244;30383;4
26622;16458;24641;3
26623;36178;26673;1
26624;370;21605;2
26625;48682;25531;2
26626;41458;28987;3
26627;11091;47204;6
26628;25857;5638;4
26629;45033;33548;4
26630;25040;46667;6
26631;16756;48121;6
26632;4027;2352;2
26633;27486;24302;5
26634;30136;4718;4
26635;12127;44352;2
26636;43783;6753;1
26637;28619;21087;2
26638;42452;7914;5
26639;37509;14434;3
26640;16998;25659;3
26641;25523;43247;5
26642;18562;31520;6
26643;221;27538;6
26644;24457;27061;3
26645;31128;29756;6
26646;41138;49491;3
26647;33133;23293;4
26648;36624;10902;5
26649;20167;42565;3
26650;14006;37411;3
26651;1914;48894;3
26652;7691;25728;2
26653;16078;32887;3
26654;28785;9484;3
26655;28511;21770;4
26656;16517;37087;4
26657;15831;23949;2
26658;43513;21253;6
26659;34518;28842;2
26660;25226;21828;6
26661;23950;42052;3
26662;2047;594;6
26663;16206;29469;4
26664;49464;43225;2
26665;927;23446;6
26666;18772;39700;4
26667;8790;6032;5
26668;39306;7192;3
26669;34535;48483;3
26670;12218;45946;3
26671;20492;2439;1
26672;42582;35502;4
26673;47384;16762;1
26674;32661;319;4
26675;6610;6095;6
26676;34452;7212;3
26677;29899;49013;6
26678;6406;48748;6
26679;48360;6418;6
26680;24668;13666;2
26681;32841;2108;3
26682;43058;6755;6
26683;35142;47275;5
26684;39242;31730;4
26685;29452;20679;6
26686;12574;17771;3
26687;31474;44771;2
26688;17869;26645;6
26689;31705;3833;6
26690;19907;33455;2
26691;6411;3536;6
26692;30738;41015;1
26693;8804;2983;1
26694;48474;10967;5
26695;42353;48252;4
26696;32876;42512;3
26697;34165;4965;2
26698;46805;45682;6
26699;49747;36145;1
26700;37343;23801;6
26701;771;20226;2
26702;2084;28364;5
26703;18206;13328;4
26704;41970;40620;6
26705;46849;27236;2
26706;19088;17141;3
26707;28364;8146;2
26708;9547;47593;3
26709;42174;28159;4
26710;9286;49622;2
26711;15184;24406;3
