ID_populacije;TAKSONOMIJE_C_ID_taksonomije;TAKSONOMIJA_SELF_ID_taksonomije_self;STANISTA_ID_stanista
3710;2228;2228;2195
3711;5950;5950;554
3712;3478;3478;628
3713;1704;1704;695
3714;2003;2003;1059
3715;1640;1640;670
3716;4981;4981;2503
3717;5097;5097;2116
3718;5856;5856;764
3719;3834;3834;3892
3720;5926;5926;3574
3721;2058;2058;4818
3722;3513;3513;1061
3723;2814;2814;4102
3724;1730;1730;1525
3725;1822;1822;1416
3726;3377;3377;2639
3727;5683;5683;1263
3728;3419;3419;3915
3729;1339;1339;4170
3730;1473;1473;4081
3731;1621;1621;4790
3732;2746;2746;3780
3733;5506;5506;2974
3734;4943;4943;2206
3735;2849;2849;3357
3736;3628;3628;1341
3737;3971;3971;2249
3738;2729;2729;2537
3739;5051;5051;498
3740;2678;2678;3164
3741;2153;2153;2609
3742;3661;3661;3265
3743;4591;4591;3575
3744;6236;6236;1079
3745;1280;1280;3964
3746;2695;2695;4684
3747;5029;5029;1222
3748;2345;2345;1930
3749;2219;2219;4287
3750;4853;4853;209
3751;5435;5435;3361
3752;3240;3240;1705
3753;3746;3746;2267
3754;4138;4138;1889
3755;6037;6037;3601
3756;4216;4216;384
3757;5764;5764;1413
3758;5933;5933;167
3759;2915;2915;4208
3760;3907;3907;3190
3761;6143;6143;4110
3762;1644;1644;1134
3763;5831;5831;2484
3764;3549;3549;16
3765;2526;2526;3693
3766;5507;5507;1640
3767;4707;4707;1081
3768;4368;4368;4524
3769;3528;3528;2426
3770;2159;2159;2403
3771;5018;5018;4911
3772;1720;1720;2163
3773;3613;3613;3734
3774;3940;3940;672
3775;4104;4104;1921
3776;5286;5286;4962
3777;2633;2633;3284
3778;1414;1414;3534
3779;1440;1440;4423
3780;2326;2326;2041
3781;5507;5507;1201
3782;1361;1361;134
3783;1380;1380;1412
3784;6134;6134;3872
3785;5661;5661;71
3786;4718;4718;3947
3787;5792;5792;1139
3788;3464;3464;3457
3789;3840;3840;2569
3790;2927;2927;40
3791;6261;6261;1208
3792;2490;2490;1483
3793;2660;2660;991
3794;2314;2314;4211
3795;5753;5753;848
3796;4534;4534;172
3797;2945;2945;2624
3798;5663;5663;1779
3799;2697;2697;1225
3800;3132;3132;1364
3801;5322;5322;1177
3802;3115;3115;2499
3803;3390;3390;1133
3804;3462;3462;585
3805;4478;4478;475
3806;5493;5493;1756
3807;5824;5824;4302
3808;1935;1935;2084
3809;5718;5718;4786
3810;6141;6141;2221
3811;5707;5707;1367
3812;2612;2612;1759
3813;2837;2837;1040
3814;2713;2713;4114
3815;3734;3734;3482
3816;4505;4505;979
3817;6197;6197;4782
3818;5913;5913;3644
3819;1932;1932;372
3820;5432;5432;769
3821;5437;5437;3277
3822;2880;2880;1202
3823;2176;2176;1966
3824;3125;3125;3655
3825;3873;3873;1463
3826;1928;1928;2130
3827;4092;4092;2927
3828;3741;3741;2109
3829;4926;4926;1076
3830;2532;2532;3917
3831;1496;1496;421
3832;3431;3431;4227
3833;5301;5301;2158
3834;3350;3350;1355
3835;2702;2702;2812
3836;4974;4974;1644
3837;1528;1528;1789
3838;5295;5295;2074
3839;5487;5487;2988
3840;1695;1695;4299
3841;3004;3004;3588
3842;3470;3470;1822
3843;2456;2456;413
3844;1695;1695;3279
3845;1304;1304;4512
3846;3287;3287;17
3847;4992;4992;3994
3848;3260;3260;3562
3849;4395;4395;3957
3850;4245;4245;4160
3851;4182;4182;4765
3852;5518;5518;3619
3853;5253;5253;767
3854;3866;3866;3833
3855;3187;3187;1854
3856;3173;3173;2723
3857;3089;3089;4109
3858;3003;3003;4087
3859;6099;6099;306
3860;2778;2778;2021
3861;5643;5643;4851
3862;3652;3652;459
3863;3942;3942;3579
3864;6135;6135;2372
3865;5024;5024;3112
3866;2126;2126;1383
3867;5063;5063;4297
3868;2249;2249;1257
3869;1627;1627;3780
3870;6229;6229;3284
3871;2535;2535;2293
3872;5699;5699;295
3873;5973;5973;2894
3874;2564;2564;1310
3875;3415;3415;1089
3876;4991;4991;2685
3877;4763;4763;949
3878;4953;4953;2011
3879;4926;4926;1239
3880;1713;1713;647
3881;5166;5166;187
3882;1789;1789;921
3883;4923;4923;2632
3884;3972;3972;2728
3885;4474;4474;3725
3886;5033;5033;2411
3887;5199;5199;2030
3888;4285;4285;917
3889;1621;1621;3430
3890;4981;4981;2488
3891;3701;3701;2134
3892;6222;6222;4961
3893;5430;5430;4618
3894;1615;1615;4022
3895;2287;2287;3266
3896;5267;5267;4028
3897;5522;5522;4221
3898;1696;1696;1926
3899;1416;1416;1358
3900;3613;3613;4716
3901;2378;2378;1795
3902;1283;1283;80
3903;5856;5856;1757
3904;3105;3105;2480
3905;2256;2256;4370
3906;5198;5198;987
3907;3890;3890;2564
3908;1417;1417;1606
3909;2858;2858;449
3910;3150;3150;4175
3911;1348;1348;1560
3912;4292;4292;2208
3913;2953;2953;864
3914;3310;3310;3613
3915;3070;3070;896
3916;2505;2505;4680
3917;4292;4292;237
3918;3484;3484;4513
3919;5485;5485;4469
3920;2155;2155;4433
3921;5352;5352;2990
3922;5897;5897;4638
3923;5056;5056;1871
3924;2399;2399;1454
3925;6046;6046;1091
3926;5208;5208;4303
3927;1587;1587;4837
3928;2441;2441;4276
3929;3195;3195;4711
3930;5687;5687;3245
3931;2993;2993;4735
3932;2039;2039;320
3933;4704;4704;1463
3934;1523;1523;2265
3935;4781;4781;3769
3936;5870;5870;3398
3937;2877;2877;331
3938;3091;3091;4447
3939;1788;1788;3175
3940;6009;6009;553
3941;5949;5949;2109
3942;5735;5735;3219
3943;5197;5197;321
3944;5099;5099;3112
3945;5673;5673;3334
3946;3368;3368;2233
3947;3513;3513;4806
3948;1794;1794;984
3949;5738;5738;2876
3950;1938;1938;347
3951;2134;2134;2811
3952;3420;3420;1364
3953;4875;4875;1436
3954;3913;3913;2739
3955;5031;5031;1873
3956;1388;1388;840
3957;5397;5397;381
3958;5572;5572;4050
3959;2378;2378;2765
3960;5389;5389;2470
3961;2705;2705;1838
3962;1403;1403;1075
3963;2589;2589;3895
3964;2740;2740;3972
3965;4318;4318;1297
3966;2207;2207;2817
3967;2644;2644;3991
3968;2473;2473;1978
3969;1833;1833;988
3970;3450;3450;1816
3971;3620;3620;556
3972;4430;4430;3144
3973;3183;3183;4442
3974;2567;2567;3424
3975;5052;5052;3598
3976;4261;4261;4774
3977;4865;4865;1081
3978;5078;5078;3611
3979;5086;5086;898
3980;5952;5952;4170
3981;3521;3521;3338
3982;1485;1485;2888
3983;2813;2813;2468
3984;4496;4496;2715
3985;4875;4875;2347
3986;1767;1767;3122
3987;5677;5677;1903
3988;3394;3394;4375
3989;4845;4845;4879
3990;5396;5396;4012
3991;2036;2036;3499
3992;3646;3646;3282
3993;2564;2564;1031
3994;5895;5895;765
3995;5343;5343;3935
3996;2849;2849;3192
3997;1427;1427;2668
3998;3245;3245;4891
3999;1284;1284;4455
4000;1795;1795;700
4001;1373;1373;192
4002;1529;1529;3950
4003;5125;5125;4428
4004;3205;3205;958
4005;5514;5514;1282
4006;4615;4615;1666
4007;5172;5172;2050
4008;1847;1847;4808
4009;5691;5691;3971
4010;1658;1658;1703
4011;2770;2770;1524
4012;3870;3870;464
4013;5488;5488;725
4014;2897;2897;1892
4015;2497;2497;1319
4016;5157;5157;2116
4017;3652;3652;3025
4018;3439;3439;2868
4019;3591;3591;2320
4020;5218;5218;1314
4021;4902;4902;4250
4022;5317;5317;4913
4023;2699;2699;2378
4024;3583;3583;3588
4025;5033;5033;622
4026;5000;5000;2555
4027;1462;1462;3343
4028;4478;4478;4572
4029;4442;4442;3682
4030;5924;5924;4734
4031;3404;3404;1030
4032;1315;1315;3080
4033;2256;2256;1792
4034;5137;5137;3515
4035;6259;6259;4358
4036;2622;2622;1566
4037;4976;4976;3079
4038;1967;1967;4595
4039;2340;2340;2599
4040;6224;6224;1674
4041;1511;1511;4462
4042;5301;5301;4242
4043;5312;5312;4619
4044;1506;1506;4917
4045;1841;1841;1449
4046;5366;5366;629
4047;2711;2711;676
4048;2589;2589;3325
4049;3047;3047;2590
4050;5817;5817;915
4051;4260;4260;3559
4052;5185;5185;615
4053;1543;1543;1418
4054;4452;4452;1404
4055;2664;2664;2660
4056;2104;2104;4980
4057;2904;2904;1573
4058;3864;3864;3435
4059;2337;2337;4158
4060;3628;3628;2381
4061;3150;3150;3992
4062;2769;2769;4433
4063;2772;2772;4097
4064;3349;3349;230
4065;2081;2081;1375
4066;4174;4174;1087
4067;1746;1746;354
4068;3441;3441;2012
4069;2793;2793;382
4070;5876;5876;570
4071;5698;5698;1284
4072;5366;5366;965
4073;2525;2525;2390
4074;5212;5212;3255
4075;4699;4699;3532
4076;5089;5089;4204
4077;2957;2957;214
4078;2846;2846;799
4079;5283;5283;1389
4080;6156;6156;2184
4081;1679;1679;4993
4082;3037;3037;3896
4083;4137;4137;659
4084;3013;3013;3989
4085;4674;4674;4384
4086;3380;3380;4346
4087;2188;2188;2483
4088;2101;2101;4879
4089;4387;4387;4053
4090;5883;5883;817
4091;5827;5827;2381
4092;3941;3941;560
4093;2524;2524;24
4094;5435;5435;2227
4095;4762;4762;2870
4096;3313;3313;4202
4097;4020;4020;747
4098;5937;5937;2150
4099;1589;1589;3058
4100;4570;4570;4421
4101;3643;3643;2843
4102;6035;6035;1754
4103;3333;3333;447
4104;2080;2080;386
4105;5051;5051;2979
4106;2698;2698;4496
4107;4977;4977;4984
4108;5149;5149;1349
4109;2408;2408;2783
4110;5139;5139;2629
4111;1655;1655;1055
4112;2699;2699;2756
4113;3303;3303;964
4114;2550;2550;1513
4115;5158;5158;1383
4116;4322;4322;2205
4117;3606;3606;4671
4118;4264;4264;2580
4119;1365;1365;2026
4120;1377;1377;3711
4121;5991;5991;2599
4122;5739;5739;1086
4123;3973;3973;2060
4124;4773;4773;3846
4125;4875;4875;1217
4126;3215;3215;3074
4127;4886;4886;3973
4128;5529;5529;1567
4129;5884;5884;90
4130;4903;4903;2617
4131;1927;1927;3336
4132;2919;2919;4453
4133;1304;1304;3283
4134;4759;4759;1483
4135;4580;4580;3956
4136;3716;3716;107
4137;6255;6255;4738
4138;1583;1583;3761
4139;2977;2977;3824
4140;2383;2383;1392
4141;2180;2180;4093
4142;4464;4464;2247
4143;5632;5632;124
4144;3049;3049;3277
4145;1832;1832;2341
4146;4183;4183;2488
4147;3322;3322;208
4148;2761;2761;4876
4149;1922;1922;2967
4150;4400;4400;2727
4151;1426;1426;2662
4152;5549;5549;2301
4153;5858;5858;2464
4154;1849;1849;2223
4155;5942;5942;1472
4156;2306;2306;4406
4157;3102;3102;2688
4158;4557;4557;279
4159;2363;2363;1105
4160;6128;6128;1918
4161;4188;4188;525
4162;1939;1939;3995
4163;3726;3726;4187
4164;4595;4595;1552
4165;4671;4671;1988
4166;5694;5694;379
4167;4136;4136;4415
4168;3342;3342;3209
4169;1540;1540;3888
4170;1316;1316;2154
4171;3142;3142;2764
4172;2127;2127;3989
4173;4336;4336;4967
4174;2836;2836;659
4175;4852;4852;1315
4176;4725;4725;537
4177;1541;1541;4433
4178;3420;3420;2676
4179;4520;4520;1647
4180;1893;1893;2056
4181;4928;4928;4847
4182;4520;4520;852
4183;2738;2738;3456
4184;4018;4018;411
4185;5589;5589;4387
4186;6254;6254;4960
4187;5252;5252;2951
4188;4012;4012;4143
4189;3889;3889;1594
4190;5140;5140;4837
4191;6192;6192;3907
4192;5682;5682;4191
4193;1934;1934;3489
4194;4702;4702;4219
4195;1621;1621;3315
4196;3971;3971;640
4197;2127;2127;4706
4198;5766;5766;4157
4199;5803;5803;3649
4200;3609;3609;2481
4201;5157;5157;1591
4202;2748;2748;685
4203;5156;5156;3708
4204;5436;5436;2646
4205;3671;3671;2606
4206;5047;5047;2337
4207;5175;5175;3786
4208;1459;1459;3251
4209;1592;1592;4268
4210;4068;4068;2780
4211;5790;5790;4158
4212;2831;2831;2557
4213;5694;5694;3058
4214;4661;4661;2324
4215;3165;3165;1366
4216;5088;5088;2992
4217;3792;3792;675
4218;1849;1849;2636
4219;4756;4756;2981
4220;2499;2499;3874
4221;4986;4986;420
4222;1959;1959;2821
4223;4404;4404;1326
4224;4460;4460;3285
4225;5892;5892;4406
4226;1933;1933;4423
4227;1733;1733;3011
4228;2298;2298;3692
4229;6083;6083;1225
4230;1485;1485;370
4231;5841;5841;2669
4232;3355;3355;3261
4233;3219;3219;836
4234;4728;4728;2274
4235;4619;4619;321
4236;4542;4542;3292
4237;3799;3799;4622
4238;2914;2914;1317
4239;3223;3223;3972
4240;4010;4010;2695
4241;5681;5681;1726
4242;5488;5488;4266
4243;2919;2919;1843
4244;3125;3125;729
4245;3425;3425;4764
4246;3307;3307;1268
4247;4197;4197;2340
4248;5455;5455;2660
4249;6002;6002;1349
4250;5377;5377;1425
4251;1333;1333;3227
4252;4787;4787;3562
4253;3904;3904;1701
4254;3387;3387;4096
4255;4941;4941;719
4256;1554;1554;4649
4257;1442;1442;176
4258;2510;2510;4399
4259;1943;1943;1
4260;1589;1589;161
4261;2949;2949;1375
4262;4693;4693;3271
4263;4621;4621;738
4264;5089;5089;4594
4265;1375;1375;4163
4266;5457;5457;3327
4267;3371;3371;2527
4268;6022;6022;570
4269;4475;4475;1177
4270;5316;5316;3984
4271;4659;4659;2832
4272;1296;1296;1211
4273;6256;6256;2417
4274;2593;2593;2904
4275;1779;1779;697
4276;2530;2530;1091
4277;5969;5969;954
4278;4229;4229;1650
4279;4286;4286;1662
4280;5007;5007;2685
4281;6064;6064;1281
4282;5209;5209;599
4283;6120;6120;3802
4284;4504;4504;3231
4285;2220;2220;3080
4286;2637;2637;2365
4287;2384;2384;4965
4288;2823;2823;1742
4289;5614;5614;204
4290;2164;2164;397
4291;5154;5154;365
4292;2214;2214;3593
4293;5044;5044;2406
4294;3795;3795;3247
4295;1429;1429;4418
4296;3078;3078;2425
4297;5848;5848;3075
4298;3441;3441;4707
4299;2227;2227;3993
4300;3917;3917;79
4301;5001;5001;4486
4302;2924;2924;780
4303;2349;2349;1679
4304;3091;3091;945
4305;3880;3880;1854
4306;3502;3502;4904
4307;5353;5353;3091
4308;2685;2685;845
4309;5282;5282;2349
4310;1853;1853;245
4311;3080;3080;3708
4312;4122;4122;857
4313;3710;3710;873
4314;4379;4379;2296
4315;5864;5864;3346
4316;4417;4417;4328
4317;6000;6000;4586
4318;2799;2799;1554
4319;6261;6261;3719
4320;2846;2846;1071
4321;4915;4915;4335
4322;4488;4488;264
4323;2573;2573;4307
4324;3642;3642;3385
4325;3032;3032;2948
4326;4269;4269;2915
4327;1405;1405;558
4328;2424;2424;544
4329;6185;6185;4643
4330;1931;1931;2151
4331;6118;6118;4831
4332;4118;4118;1059
4333;3902;3902;1568
4334;4027;4027;4725
4335;4260;4260;1939
4336;1329;1329;688
4337;5956;5956;3176
4338;4256;4256;2225
4339;5931;5931;3998
4340;1743;1743;2759
4341;3643;3643;2099
4342;4223;4223;4813
4343;5917;5917;822
4344;3396;3396;2565
4345;2478;2478;577
4346;1305;1305;1121
4347;1575;1575;1678
4348;5399;5399;4467
4349;5170;5170;14
4350;4971;4971;597
4351;3290;3290;3519
4352;1449;1449;2360
4353;2344;2344;547
4354;2424;2424;814
4355;1318;1318;278
4356;3613;3613;3337
4357;5702;5702;3975
4358;6254;6254;3863
4359;4165;4165;1182
4360;1930;1930;332
4361;1763;1763;4312
4362;3597;3597;4516
4363;4803;4803;2570
4364;3722;3722;1437
4365;4111;4111;2713
4366;4818;4818;4238
4367;4411;4411;1165
4368;2765;2765;1355
4369;1719;1719;2640
4370;3449;3449;2321
4371;2043;2043;3769
4372;1993;1993;145
4373;4112;4112;3136
4374;5346;5346;1760
4375;6187;6187;1177
4376;3041;3041;3371
4377;5965;5965;270
4378;5082;5082;76
4379;4380;4380;2058
4380;5497;5497;4035
4381;2428;2428;1969
4382;4007;4007;4297
4383;2807;2807;4601
4384;5984;5984;2735
4385;1944;1944;3786
4386;4252;4252;1137
4387;1713;1713;2492
4388;5074;5074;3958
4389;1458;1458;327
4390;3776;3776;4269
4391;2868;2868;60
4392;4927;4927;3201
4393;2330;2330;3786
4394;3305;3305;1394
4395;4233;4233;2809
4396;3015;3015;4475
4397;2559;2559;3769
4398;3782;3782;1770
4399;5843;5843;1919
4400;2545;2545;3234
4401;2589;2589;1045
4402;4031;4031;479
4403;4754;4754;1706
4404;3759;3759;4338
4405;2995;2995;3732
4406;3198;3198;1122
4407;3167;3167;24
4408;1852;1852;2131
4409;4633;4633;2103
4410;4741;4741;3955
4411;4245;4245;245
4412;3307;3307;4344
4413;1728;1728;4934
4414;3944;3944;2418
4415;1965;1965;4436
4416;3851;3851;1356
4417;1773;1773;1738
4418;6058;6058;4055
4419;2129;2129;358
4420;2258;2258;161
4421;3531;3531;2216
4422;3040;3040;1785
4423;1561;1561;2979
4424;1622;1622;4784
4425;5686;5686;438
4426;6026;6026;4813
4427;3245;3245;2083
4428;1604;1604;4751
4429;4617;4617;162
4430;1717;1717;4334
4431;5206;5206;3312
4432;5395;5395;2390
4433;5582;5582;3214
4434;4328;4328;2682
4435;5539;5539;2484
4436;2541;2541;1334
4437;4147;4147;1517
4438;5072;5072;3604
4439;4464;4464;4281
4440;4148;4148;3831
4441;4016;4016;3001
4442;4829;4829;2403
4443;3821;3821;1160
4444;6030;6030;1437
4445;5316;5316;4045
4446;4063;4063;189
4447;1976;1976;4940
4448;2989;2989;1200
4449;4213;4213;1069
4450;4608;4608;3615
4451;3825;3825;4996
4452;3556;3556;1128
4453;2800;2800;1418
4454;2006;2006;3477
4455;4425;4425;476
4456;4178;4178;1432
4457;2831;2831;4172
4458;2106;2106;2250
4459;6257;6257;4486
4460;4955;4955;621
4461;3625;3625;1488
4462;1446;1446;1822
4463;3874;3874;3740
4464;5353;5353;3682
4465;3073;3073;985
4466;2716;2716;2077
4467;1683;1683;2375
4468;6097;6097;2011
4469;5506;5506;3140
4470;3014;3014;3073
4471;2468;2468;1877
4472;1824;1824;4018
4473;4036;4036;2878
4474;2939;2939;1787
4475;5093;5093;1640
4476;3705;3705;3958
4477;5101;5101;3537
4478;3051;3051;512
4479;4826;4826;2624
4480;5661;5661;2917
4481;5440;5440;1171
4482;4987;4987;3532
4483;4185;4185;2458
4484;4449;4449;4807
4485;1823;1823;2829
4486;5808;5808;4670
4487;5276;5276;1795
4488;1501;1501;2006
4489;5295;5295;4180
4490;3895;3895;4322
4491;2110;2110;2199
4492;3823;3823;1040
4493;5910;5910;4293
4494;2901;2901;3345
4495;5627;5627;3830
4496;4625;4625;938
4497;1440;1440;3769
4498;3834;3834;194
4499;3863;3863;3243
4500;1911;1911;813
4501;4111;4111;2893
4502;4248;4248;794
4503;1623;1623;4045
4504;3717;3717;4876
4505;5732;5732;1005
4506;5875;5875;4270
4507;4556;4556;4963
4508;4390;4390;856
4509;1975;1975;3050
4510;5812;5812;4324
4511;6250;6250;226
4512;1793;1793;3998
4513;1857;1857;4119
4514;4859;4859;1033
4515;6123;6123;3738
4516;1332;1332;649
4517;2792;2792;3397
4518;5421;5421;1752
4519;2225;2225;2918
4520;4593;4593;1382
4521;3404;3404;1525
4522;1761;1761;3198
4523;1665;1665;3067
4524;1834;1834;791
4525;4575;4575;3945
4526;4687;4687;4998
4527;1354;1354;2813
4528;3444;3444;2022
4529;4001;4001;1247
4530;4589;4589;4520
4531;2295;2295;551
4532;6221;6221;2437
4533;4933;4933;685
4534;6035;6035;11
4535;2341;2341;2026
4536;2686;2686;4069
4537;2131;2131;264
4538;5149;5149;2019
4539;2300;2300;2787
4540;4968;4968;2994
4541;2415;2415;987
4542;2750;2750;1967
4543;1560;1560;1662
4544;3719;3719;4168
4545;5885;5885;504
4546;3927;3927;3357
4547;3326;3326;1675
4548;1936;1936;3628
4549;2395;2395;645
4550;1738;1738;2293
4551;4504;4504;1717
4552;1814;1814;583
4553;5568;5568;3165
4554;4994;4994;133
4555;1813;1813;4640
4556;5670;5670;4055
4557;5646;5646;1715
4558;4133;4133;164
4559;3885;3885;2466
4560;3686;3686;2963
4561;2820;2820;895
4562;5750;5750;874
4563;3089;3089;780
4564;2485;2485;2942
4565;3662;3662;3632
4566;1297;1297;4730
4567;6020;6020;4093
4568;2849;2849;2097
4569;2114;2114;1934
4570;4199;4199;176
4571;4069;4069;2280
4572;1319;1319;3683
4573;4641;4641;2083
4574;5223;5223;898
4575;5827;5827;3151
4576;2332;2332;4812
4577;3479;3479;1572
4578;4618;4618;4492
4579;2174;2174;1553
4580;1990;1990;2422
4581;3996;3996;1917
4582;3573;3573;4529
4583;1336;1336;3839
4584;2363;2363;185
4585;4877;4877;4358
4586;3317;3317;2841
4587;5511;5511;2270
4588;3965;3965;4389
4589;3736;3736;444
4590;2716;2716;1083
4591;2591;2591;3634
4592;5228;5228;3104
4593;1315;1315;1062
4594;2052;2052;4539
4595;1713;1713;3470
4596;4821;4821;3973
4597;2304;2304;2751
4598;2716;2716;3676
4599;6106;6106;1573
4600;3592;3592;2085
4601;3488;3488;2875
4602;2274;2274;4824
4603;1581;1581;3323
4604;4872;4872;4005
4605;3702;3702;1178
4606;1803;1803;64
4607;5828;5828;1576
4608;1389;1389;3407
4609;2976;2976;2267
4610;3686;3686;1638
4611;5281;5281;843
4612;1426;1426;4251
4613;3366;3366;1369
4614;3985;3985;3641
4615;4101;4101;2209
4616;2785;2785;1877
4617;5037;5037;1953
4618;4033;4033;1727
4619;3382;3382;4633
4620;5005;5005;1029
4621;3819;3819;4273
4622;4703;4703;4262
4623;5443;5443;1588
4624;2626;2626;1322
4625;3991;3991;1812
4626;4025;4025;216
4627;2777;2777;1491
4628;4932;4932;3654
4629;3410;3410;3241
4630;6012;6012;61
4631;2844;2844;1885
4632;5510;5510;2088
4633;5299;5299;907
4634;3067;3067;3907
4635;1345;1345;2782
4636;5592;5592;4048
4637;5290;5290;2745
4638;2418;2418;1333
4639;2762;2762;676
4640;2580;2580;370
4641;1542;1542;2502
4642;1368;1368;1232
4643;3027;3027;2304
4644;2356;2356;387
4645;2805;2805;1853
4646;5732;5732;3921
4647;2994;2994;4531
4648;3739;3739;3056
4649;2989;2989;2941
4650;1537;1537;446
4651;2294;2294;795
4652;3839;3839;3370
4653;3233;3233;4449
4654;2892;2892;3301
4655;4361;4361;3404
4656;5903;5903;2293
4657;2814;2814;3335
4658;4043;4043;4160
4659;4342;4342;2492
4660;1848;1848;4963
4661;5994;5994;3930
4662;5708;5708;2631
4663;2203;2203;1802
4664;3804;3804;2407
4665;3850;3850;2628
4666;3296;3296;1324
4667;6154;6154;3194
4668;5347;5347;4075
4669;2823;2823;4028
4670;3850;3850;4764
4671;3820;3820;1280
4672;5704;5704;1713
4673;1994;1994;4125
4674;5721;5721;4304
4675;4494;4494;892
4676;4524;4524;3431
4677;4545;4545;1881
4678;3265;3265;2453
4679;2781;2781;4196
4680;1552;1552;4942
4681;1937;1937;798
4682;4046;4046;2127
4683;2188;2188;3106
4684;5451;5451;1411
4685;3687;3687;4962
4686;5072;5072;3739
4687;1314;1314;2919
4688;3390;3390;4702
4689;2200;2200;579
4690;3403;3403;259
4691;4779;4779;3042
4692;3482;3482;4048
4693;4518;4518;2895
4694;2051;2051;1487
4695;4741;4741;3953
4696;3508;3508;4892
4697;1411;1411;3753
4698;4188;4188;1849
4699;4122;4122;831
4700;2908;2908;4207
4701;3301;3301;2136
4702;4263;4263;3386
4703;2613;2613;4631
4704;3038;3038;1811
4705;3741;3741;4921
4706;3932;3932;3457
4707;3977;3977;890
4708;4009;4009;4358
4709;2525;2525;1269
4710;3018;3018;432
4711;6133;6133;2453
4712;5257;5257;3286
4713;1565;1565;2803
4714;5917;5917;3498
4715;4933;4933;3345
4716;4250;4250;3546
4717;1954;1954;1375
4718;3505;3505;4625
4719;5758;5758;1790
4720;3153;3153;2446
4721;3383;3383;800
4722;3826;3826;3129
4723;5247;5247;4752
4724;4417;4417;4764
4725;2944;2944;4172
4726;6077;6077;1227
4727;4312;4312;1352
4728;2094;2094;2346
4729;6145;6145;1833
4730;5146;5146;1747
4731;4043;4043;1308
4732;1658;1658;4254
4733;3108;3108;689
4734;1925;1925;3202
4735;5484;5484;3456
4736;4935;4935;2163
4737;3427;3427;3671
4738;5562;5562;3579
4739;5574;5574;3690
4740;2901;2901;1075
4741;1294;1294;3748
4742;1786;1786;4358
4743;1977;1977;796
4744;4576;4576;2075
4745;3324;3324;940
4746;5761;5761;1173
4747;4494;4494;4939
4748;5348;5348;673
4749;5399;5399;3826
4750;1733;1733;934
4751;4076;4076;1871
4752;5949;5949;4556
4753;5055;5055;2197
4754;1439;1439;2874
4755;3495;3495;633
4756;6000;6000;530
4757;6043;6043;4799
4758;6044;6044;2452
4759;6196;6196;4377
4760;3876;3876;995
4761;2268;2268;3941
4762;3632;3632;1382
4763;4466;4466;655
4764;3819;3819;1074
4765;2430;2430;3637
4766;3809;3809;234
4767;3698;3698;2932
4768;1938;1938;1375
4769;2631;2631;4292
4770;3963;3963;4108
4771;5902;5902;1792
4772;5037;5037;246
4773;5852;5852;945
4774;1673;1673;1933
4775;4099;4099;3711
4776;3529;3529;1834
4777;1983;1983;4560
4778;5908;5908;956
4779;1571;1571;243
4780;3818;3818;4771
4781;2737;2737;2091
4782;4561;4561;300
4783;2255;2255;1235
4784;5708;5708;2940
4785;3394;3394;4666
4786;5977;5977;3749
4787;2731;2731;3280
4788;3135;3135;821
4789;4011;4011;431
4790;5462;5462;585
4791;1332;1332;4536
4792;4830;4830;3584
4793;4891;4891;433
4794;3467;3467;1060
4795;6004;6004;2942
4796;4945;4945;4906
4797;1419;1419;1745
4798;3907;3907;2284
4799;1645;1645;3174
4800;3486;3486;1227
4801;5595;5595;1301
4802;3088;3088;2949
4803;5925;5925;4103
4804;3560;3560;4365
4805;5386;5386;3976
4806;4531;4531;645
4807;5673;5673;3430
4808;3582;3582;4247
4809;3581;3581;622
4810;2707;2707;660
4811;2485;2485;1949
4812;3575;3575;4666
4813;4377;4377;287
4814;4136;4136;4934
4815;2941;2941;4094
4816;1614;1614;3211
4817;2465;2465;3800
4818;2441;2441;1850
4819;4004;4004;1141
4820;4473;4473;2215
4821;2986;2986;3126
4822;1998;1998;909
4823;3281;3281;4246
4824;5640;5640;3885
4825;1741;1741;2625
4826;5112;5112;841
4827;4810;4810;1325
4828;5420;5420;2296
4829;5343;5343;3062
4830;3744;3744;4127
4831;5305;5305;367
4832;1699;1699;4659
4833;4795;4795;2089
4834;4641;4641;966
4835;3454;3454;3075
4836;5964;5964;4997
4837;3558;3558;4215
4838;3273;3273;4199
4839;4155;4155;3318
4840;1629;1629;1003
4841;4828;4828;3463
4842;5389;5389;2774
4843;5805;5805;3389
4844;4991;4991;3601
4845;5582;5582;4943
4846;3995;3995;1891
4847;2391;2391;2515
4848;4958;4958;2754
4849;3032;3032;1714
4850;1605;1605;1860
4851;4468;4468;622
4852;5942;5942;4614
4853;2976;2976;1032
4854;4365;4365;177
4855;3298;3298;4439
4856;4520;4520;915
4857;4308;4308;3592
4858;3605;3605;1086
4859;2818;2818;3220
4860;5651;5651;1636
4861;4949;4949;4297
4862;1338;1338;1791
4863;4971;4971;652
4864;5096;5096;597
4865;5772;5772;3550
4866;3905;3905;4409
4867;5728;5728;175
4868;5004;5004;2334
4869;4571;4571;953
4870;2468;2468;323
4871;3326;3326;3390
4872;4035;4035;2478
4873;3943;3943;3096
4874;3869;3869;3557
4875;4461;4461;1812
4876;4425;4425;1719
4877;4468;4468;1598
4878;5789;5789;929
4879;2978;2978;1172
4880;2419;2419;1442
4881;2994;2994;477
4882;3595;3595;1500
4883;2061;2061;465
4884;3159;3159;4032
4885;6137;6137;4676
4886;5765;5765;1524
4887;1519;1519;2476
4888;5668;5668;3654
