ID_akcija;datum;POPULACIJE_ID_populacije;TIPOVI_AKCIJA_ID_tipa_akcije;TIMOVI_ID_tima;REZERVOARI_ID_rezervoara
9291;2020-08-22;19489;3;269;972
9292;2020-10-02;30168;3;281;839
9293;2022-05-03;20137;1;133;394
9294;2021-11-19;14195;3;350;861
9295;2022-07-31;43363;6;120;
9296;2023-10-11;36863;6;126;668
9297;2022-11-28;13457;7;479;
9298;2021-11-17;34797;5;134;588
9299;2020-05-26;38637;2;159;987
9300;2022-12-09;25133;2;144;604
9301;2021-07-27;44592;1;107;459
9302;2020-11-19;26609;6;431;
9303;2022-08-18;45212;7;448;
9304;2021-09-06;44474;4;94;86
9305;2022-09-09;14567;3;244;
9306;2023-07-28;40985;4;39;
9307;2021-09-01;23823;1;32;486
9308;2023-08-11;46725;2;359;866
9309;2020-03-14;39268;7;401;263
9310;2020-12-02;16514;6;15;
9311;2022-09-01;44399;4;186;
9312;2021-10-25;19259;7;108;
9313;2021-11-11;21579;3;176;235
9314;2022-06-21;32809;1;394;160
9315;2023-08-17;8141;1;305;538
9316;2022-07-05;19010;3;2;920
9317;2021-04-15;22104;1;248;849
9318;2023-01-26;49643;4;494;918
9319;2023-10-03;40764;5;229;837
9320;2021-05-09;28196;3;373;367
9321;2021-12-17;1024;7;139;
9322;2020-07-07;16708;7;224;912
9323;2023-04-10;41616;5;352;674
9324;2021-06-27;26847;3;351;447
9325;2021-11-28;9879;7;88;
9326;2022-08-24;41559;7;311;
9327;2020-01-25;44778;1;447;
9328;2021-03-02;5829;2;39;
9329;2022-07-31;7346;7;432;
9330;2020-09-07;32349;2;487;778
9331;2020-07-10;38223;6;135;
9332;2020-07-03;44415;1;360;723
9333;2020-07-16;19675;4;291;709
9334;2022-02-27;27367;4;179;532
9335;2021-07-11;1378;5;73;420
9336;2022-04-01;31872;2;489;
9337;2023-05-13;42001;7;254;165
9338;2022-09-27;34635;3;96;219
9339;2020-10-02;9229;1;497;730
9340;2022-01-30;4952;2;149;
9341;2020-10-01;10730;7;234;74
9342;2021-08-06;12267;6;25;482
9343;2020-11-10;22784;2;320;954
9344;2023-06-02;4889;7;478;
9345;2022-06-17;38382;4;329;310
9346;2022-08-23;16635;6;286;750
9347;2022-09-28;178;4;497;
9348;2020-01-27;29722;6;176;441
9349;2023-08-07;1460;7;65;
9350;2020-07-23;46004;3;384;
9351;2021-10-07;22670;4;79;771
9352;2022-04-26;2460;3;463;900
9353;2020-11-19;43597;7;363;531
9354;2022-10-05;16300;4;306;
9355;2023-04-08;31457;1;158;347
9356;2023-06-16;35467;1;275;297
9357;2023-06-26;28629;1;53;660
9358;2023-10-21;34331;4;128;623
9359;2023-07-26;42200;1;261;47
9360;2022-01-19;36473;2;139;77
9361;2021-01-04;40086;7;465;614
9362;2023-04-27;16767;2;202;
9363;2020-01-08;7504;5;336;286
9364;2020-03-27;12803;2;293;
9365;2020-04-22;1085;6;64;235
9366;2021-03-23;24812;7;277;17
9367;2022-03-17;4082;7;219;
9368;2023-04-12;48013;6;254;431
9369;2023-12-12;23163;5;403;
9370;2022-12-31;35640;3;378;204
9371;2022-09-19;38222;1;262;
9372;2022-04-11;48958;4;471;788
9373;2021-12-27;12437;1;346;61
9374;2021-12-10;46547;1;474;
9375;2022-01-17;11333;3;443;352
9376;2022-09-23;19374;1;415;
9377;2021-04-06;19639;4;265;980
9378;2021-08-02;23287;2;228;181
9379;2022-08-28;28350;4;80;
9380;2021-09-26;26473;6;487;
9381;2020-01-28;47863;1;207;842
9382;2022-10-20;45414;1;64;
9383;2022-12-03;26023;3;440;703
9384;2022-09-08;13327;7;25;306
9385;2020-02-15;32203;1;9;135
9386;2022-07-22;24048;5;78;
9387;2021-07-07;47762;4;262;717
9388;2023-01-01;13256;2;194;871
9389;2023-11-02;4486;7;89;367
9390;2021-06-01;11154;5;53;324
9391;2022-07-15;36080;5;290;12
9392;2020-10-03;12480;1;123;920
9393;2023-04-26;37335;5;266;971
9394;2023-09-10;26054;7;359;
9395;2023-11-23;16110;2;492;741
9396;2023-08-10;12095;5;45;252
9397;2023-01-06;9773;7;234;665
9398;2023-01-23;3678;3;484;189
9399;2022-01-27;9219;1;317;969
9400;2020-09-24;28179;4;184;
9401;2020-11-03;3694;6;118;303
9402;2022-08-26;46384;5;196;772
9403;2022-06-22;33091;2;435;
9404;2021-08-01;11200;3;37;744
9405;2020-09-21;5919;3;168;901
9406;2021-03-24;40249;3;129;
9407;2022-08-26;41473;5;387;573
9408;2023-05-30;44468;6;109;494
9409;2021-02-19;16434;7;4;
9410;2020-11-30;107;4;27;872
9411;2023-08-30;44508;1;109;725
9412;2022-05-23;13128;4;282;699
9413;2022-11-28;41692;6;137;828
9414;2023-03-24;35526;6;170;528
9415;2021-05-24;15321;3;178;
9416;2020-09-14;1171;5;421;
9417;2023-05-22;48678;7;27;679
9418;2021-10-08;43137;4;98;283
9419;2021-02-11;34682;4;445;477
9420;2023-03-10;27189;6;409;
9421;2023-09-18;2502;7;317;208
9422;2022-02-05;10430;4;238;903
9423;2023-03-10;43951;4;36;151
9424;2023-11-14;17853;1;491;
9425;2022-03-01;9276;6;457;100
9426;2023-02-13;27062;4;324;
9427;2020-04-21;12520;4;491;
9428;2021-11-10;28335;5;396;818
9429;2021-08-14;45414;5;335;512
9430;2023-09-30;34914;6;238;529
9431;2021-12-04;29176;2;107;
9432;2021-02-17;38025;7;429;219
9433;2020-06-21;28349;7;389;193
9434;2022-08-26;12449;6;294;
9435;2022-07-10;49869;3;92;
9436;2020-11-24;48150;4;134;381
9437;2023-02-04;39690;4;269;661
9438;2021-08-18;38021;6;76;961
9439;2020-07-26;20625;1;342;485
9440;2021-09-16;20577;6;352;122
9441;2020-04-09;31548;5;250;479
9442;2023-08-16;45328;3;262;473
9443;2020-06-01;36242;3;65;
9444;2023-10-16;36556;7;372;282
9445;2020-05-19;17938;1;169;10
9446;2021-07-13;17760;4;426;
9447;2020-05-06;36908;2;463;856
9448;2022-07-26;4890;2;308;17
9449;2020-11-19;45209;5;137;
9450;2023-08-08;10685;2;326;
9451;2021-02-17;31791;1;435;317
9452;2020-04-23;23935;5;441;537
9453;2020-05-31;31109;3;141;
9454;2021-09-08;17634;5;85;734
9455;2020-11-06;41305;3;277;345
9456;2023-06-24;12347;5;375;824
9457;2020-03-26;27251;7;330;886
9458;2021-07-04;25070;6;123;
9459;2020-07-05;6963;1;282;155
9460;2022-11-16;34023;4;192;988
9461;2022-12-05;48562;6;405;509
9462;2020-07-05;7482;1;394;
9463;2023-09-06;37329;5;168;
9464;2021-05-01;9228;6;492;714
9465;2022-08-09;37607;4;243;105
9466;2023-03-04;38187;6;146;
9467;2021-11-13;16649;5;255;
9468;2020-03-12;46793;3;500;886
9469;2023-03-03;21770;6;275;746
9470;2021-09-20;7972;3;269;
9471;2020-10-01;6478;1;3;591
9472;2023-11-25;306;3;394;761
9473;2021-05-01;34301;7;238;
9474;2022-07-17;21717;1;422;773
9475;2020-08-08;4225;2;337;176
9476;2023-07-23;21003;1;387;191
9477;2022-07-07;19148;2;327;10
9478;2023-10-17;5926;7;193;947
9479;2021-01-11;499;1;496;365
9480;2023-12-12;23354;1;217;871
9481;2021-11-08;45565;2;101;658
9482;2023-04-11;12860;7;392;920
9483;2021-06-07;1317;6;71;945
9484;2020-10-12;38429;3;435;220
9485;2022-10-17;18896;4;198;330
9486;2020-08-21;1637;5;473;704
9487;2023-07-14;20304;3;184;383
9488;2022-09-30;14847;3;298;942
9489;2021-09-08;47786;4;415;
9490;2022-01-30;4266;4;299;237
9491;2020-07-09;20716;1;123;
9492;2023-04-29;48626;1;269;7
9493;2020-09-30;46523;6;427;333
9494;2021-12-15;10478;5;135;
9495;2020-12-05;31067;4;262;73
9496;2022-05-22;37148;1;435;872
9497;2022-06-25;31921;6;57;61
9498;2022-04-07;18790;2;353;
9499;2020-04-21;4837;2;26;
9500;2023-06-18;17472;2;11;
9501;2023-05-25;7903;4;101;
9502;2023-11-15;37614;4;464;
9503;2020-05-01;25228;2;72;508
9504;2023-07-05;48354;2;236;901
9505;2022-10-29;3307;7;88;491
9506;2023-03-16;19994;5;82;729
9507;2022-07-21;45668;2;478;240
9508;2020-06-03;710;1;433;672
9509;2023-08-16;34079;7;112;
9510;2023-10-06;41830;7;315;65
9511;2020-01-29;12313;3;28;33
9512;2021-10-19;22435;4;14;793
9513;2021-11-02;30539;7;295;
9514;2023-11-04;39393;5;333;
9515;2020-07-12;17792;1;479;210
9516;2022-04-13;2175;1;143;157
9517;2020-02-19;34105;1;232;149
9518;2021-11-13;1463;7;174;159
9519;2020-06-16;30958;6;28;793
9520;2021-10-30;24526;7;218;989
9521;2023-01-03;7066;3;117;28
9522;2023-08-18;43129;4;69;6
9523;2020-12-11;31676;4;427;
9524;2022-08-02;35796;6;238;445
9525;2020-01-15;44055;2;452;759
9526;2022-02-01;42773;2;481;430
9527;2023-04-11;33770;7;318;599
9528;2020-07-04;21272;7;443;851
9529;2023-09-12;41849;1;122;
9530;2022-06-30;7117;1;320;525
9531;2021-01-08;39102;6;468;
9532;2020-11-13;45374;5;476;457
9533;2022-02-03;5137;4;4;
9534;2020-12-30;7718;1;377;
9535;2021-07-07;21257;3;275;325
9536;2021-02-28;43375;4;330;
9537;2021-01-30;4219;1;24;
9538;2023-03-19;23477;1;330;
9539;2021-07-08;9966;6;445;700
9540;2022-05-07;19588;2;280;
9541;2021-06-21;11998;5;147;279
9542;2023-03-31;7619;2;18;650
9543;2022-08-26;3967;3;123;268
9544;2023-09-09;8127;3;436;827
9545;2023-05-09;14898;6;115;60
9546;2023-11-07;37412;4;34;220
9547;2023-09-23;19028;3;148;54
9548;2023-03-09;35290;4;145;915
9549;2023-07-29;7555;7;14;
9550;2021-05-31;5265;5;372;765
9551;2021-03-01;23706;6;148;7
9552;2020-04-29;47740;4;297;985
9553;2021-10-22;41926;5;104;475
9554;2020-11-01;37704;1;358;209
9555;2023-06-18;10958;2;460;360
9556;2021-05-07;21597;4;484;376
9557;2021-03-23;21304;1;119;99
9558;2022-06-24;36306;1;398;
9559;2021-04-27;4582;6;3;796
9560;2023-11-08;7875;3;5;
9561;2022-03-24;6915;6;179;
9562;2022-08-15;26279;4;440;
9563;2021-06-16;47319;6;470;672
9564;2021-07-12;13970;3;279;98
9565;2022-09-02;38678;7;140;326
9566;2023-07-01;15777;2;117;745
9567;2023-08-09;30160;4;363;289
9568;2023-06-30;29427;3;264;
9569;2023-06-03;2791;6;107;670
9570;2021-11-21;42091;4;193;480
9571;2022-12-11;31606;4;384;483
9572;2021-12-21;640;2;417;
9573;2023-03-23;11773;6;74;
9574;2023-05-28;14129;5;385;774
9575;2022-01-14;32787;6;184;
9576;2021-05-20;18193;6;354;146
9577;2020-11-11;45284;1;357;960
9578;2022-08-03;38498;5;335;489
9579;2021-06-22;17863;7;283;
9580;2021-12-17;6510;3;184;
9581;2023-04-23;31689;7;377;630
9582;2023-08-03;11509;6;194;651
9583;2022-12-25;5649;1;371;946
9584;2020-12-08;2311;7;56;545
9585;2023-03-27;1269;2;56;
9586;2022-09-30;2209;2;221;666
9587;2022-01-06;4873;4;398;
9588;2022-04-06;49425;1;82;
9589;2022-06-17;31465;3;62;656
9590;2022-04-08;23627;6;104;848
9591;2021-01-23;25592;7;346;256
9592;2020-12-05;44142;4;73;484
9593;2023-07-25;36177;3;250;842
9594;2021-03-02;39512;7;72;204
9595;2021-09-10;13965;3;282;653
9596;2020-09-11;16583;2;421;
9597;2022-11-16;21610;4;50;693
9598;2023-08-08;14032;1;494;840
9599;2021-10-09;30414;6;390;423
9600;2022-11-10;20310;5;39;
9601;2020-04-17;24662;6;118;
9602;2021-02-20;35733;6;234;780
9603;2022-02-21;5771;2;331;
9604;2021-11-07;19126;2;460;38
9605;2021-09-15;5805;4;304;48
9606;2021-12-18;22261;7;131;414
9607;2023-08-30;26060;4;142;582
9608;2022-12-29;27763;7;98;926
9609;2023-07-15;4471;7;116;348
9610;2022-11-11;33948;7;28;138
9611;2021-03-24;5334;2;326;
9612;2020-03-25;44348;2;495;668
9613;2023-10-22;40098;5;196;
9614;2023-02-05;24624;2;322;624
9615;2023-10-29;10803;1;411;
9616;2023-06-20;13827;7;314;83
9617;2022-07-24;18147;2;403;736
9618;2021-12-23;29889;7;83;633
9619;2023-12-11;24241;7;93;
9620;2022-03-12;14443;3;306;464
9621;2020-05-07;41990;2;191;941
9622;2022-12-20;3136;3;115;424
9623;2020-10-19;801;3;137;
9624;2022-11-20;17480;1;473;
9625;2022-06-26;46320;4;30;389
9626;2022-05-23;6655;1;233;966
9627;2020-02-25;49911;4;219;
9628;2023-12-02;9426;7;359;515
9629;2020-12-27;34500;1;415;436
9630;2020-03-14;33096;5;209;228
9631;2023-07-01;12849;2;432;605
9632;2023-02-25;47722;2;391;958
9633;2020-06-05;48856;7;295;19
9634;2021-03-08;9869;4;36;905
9635;2021-01-08;48469;4;284;212
9636;2021-07-21;31060;1;224;671
9637;2020-04-19;20879;5;303;99
9638;2020-10-14;6921;5;417;
9639;2023-02-03;23178;4;194;
9640;2021-03-05;648;6;276;767
9641;2023-02-25;29448;4;433;842
9642;2020-03-27;6329;4;394;376
9643;2021-03-14;45864;7;234;576
9644;2020-01-19;45311;6;111;232
9645;2021-04-10;30786;7;77;
9646;2022-10-30;3151;2;196;606
9647;2023-05-14;43322;2;412;
9648;2021-07-29;41123;7;444;113
9649;2021-12-30;17473;6;278;307
9650;2021-02-25;47752;5;8;196
9651;2022-07-10;39141;3;74;102
9652;2022-02-19;3818;6;41;150
9653;2023-05-22;23485;1;313;426
9654;2020-07-25;9439;2;366;844
9655;2023-07-22;12834;3;98;315
9656;2023-11-26;37210;4;2;
9657;2020-10-17;23640;2;500;724
9658;2023-09-23;24442;4;163;
9659;2022-04-12;29705;2;80;874
9660;2022-06-04;18428;3;246;45
9661;2020-12-22;24156;1;483;626
9662;2023-07-28;10957;4;478;716
9663;2023-12-13;38330;3;2;
9664;2022-06-11;18263;1;3;646
9665;2020-07-17;18599;2;219;394
9666;2021-11-04;25441;2;46;691
9667;2020-05-30;45835;6;255;761
9668;2020-11-23;19189;7;439;
9669;2020-11-17;28192;3;263;200
9670;2022-10-02;3253;6;149;
9671;2021-09-26;26313;4;481;342
9672;2023-07-04;40131;4;310;132
9673;2020-11-22;23928;1;8;
9674;2023-07-28;41331;5;137;340
9675;2021-07-25;18507;3;58;
9676;2022-01-09;17225;7;348;458
9677;2021-05-21;9802;7;291;175
9678;2020-09-26;3769;3;303;641
9679;2023-10-02;30966;2;256;858
9680;2022-07-31;46812;1;118;518
9681;2021-01-24;30656;5;360;956
9682;2020-02-27;14916;7;172;
9683;2021-12-04;19303;5;90;
9684;2021-08-09;39017;2;366;163
9685;2020-12-03;18656;1;18;588
9686;2020-09-09;44232;5;212;274
9687;2020-03-20;2084;2;237;419
9688;2022-11-16;36775;1;186;994
9689;2022-11-01;36312;6;239;259
9690;2023-04-16;8123;2;468;290
9691;2021-02-02;1484;6;372;496
9692;2022-03-14;21071;4;499;85
9693;2023-07-12;29198;5;238;
9694;2020-05-06;15693;1;64;305
9695;2020-09-04;4307;4;278;997
9696;2020-05-24;42798;6;461;509
9697;2022-05-16;36989;2;2;
9698;2020-03-08;28936;4;371;177
9699;2020-08-10;8476;4;68;325
9700;2021-01-15;45799;7;289;907
9701;2023-05-16;10357;6;57;
9702;2022-04-22;15006;7;346;
9703;2023-02-27;14858;2;100;875
9704;2020-05-25;17465;3;92;501
9705;2022-10-27;37856;6;263;970
9706;2021-01-29;48822;5;259;741
9707;2020-06-12;19773;5;41;408
9708;2021-06-22;37765;4;424;
9709;2021-05-27;32050;3;86;510
9710;2021-06-25;29531;4;112;835
9711;2021-05-10;16540;3;234;849
9712;2023-02-04;1911;3;150;
9713;2022-03-08;18481;2;289;134
9714;2021-03-20;22076;5;403;
9715;2022-07-25;8384;7;394;509
9716;2022-03-31;19854;3;219;381
9717;2023-06-08;34868;3;97;629
9718;2023-04-02;8893;1;443;257
9719;2023-12-21;526;6;181;70
9720;2020-01-26;24969;3;193;
9721;2022-03-15;21717;4;156;15
9722;2023-04-03;46563;7;62;
9723;2021-01-13;9012;1;120;
9724;2021-04-07;44981;7;437;42
9725;2023-02-16;1367;5;297;763
9726;2023-06-26;679;6;188;
9727;2021-01-31;12325;3;292;716
9728;2020-06-24;5492;2;175;
9729;2021-09-20;1866;3;384;955
9730;2021-08-05;26101;5;224;
9731;2023-10-25;45126;7;31;984
9732;2020-06-07;3105;1;38;854
9733;2023-01-30;1380;3;265;
9734;2023-10-03;17747;4;417;433
9735;2020-03-15;40759;1;498;33
9736;2022-11-09;47554;4;203;278
9737;2023-09-10;40013;4;329;
9738;2022-09-18;701;6;177;
9739;2021-01-21;11610;1;34;130
9740;2020-05-18;20026;2;38;18
9741;2020-11-15;11010;3;183;
9742;2023-04-05;34777;1;248;
9743;2021-01-28;30021;4;42;57
9744;2021-11-27;44754;2;466;
9745;2022-05-03;32652;2;67;
9746;2022-12-25;47494;2;51;479
9747;2023-01-18;49221;5;141;
9748;2020-02-25;43753;7;58;
9749;2023-08-07;25043;3;202;415
9750;2022-07-19;2662;5;42;323
9751;2020-03-11;31782;2;412;568
9752;2020-01-26;40356;7;46;349
9753;2022-10-02;5931;1;223;
9754;2022-03-17;15497;4;12;918
9755;2021-12-03;27170;5;349;494
9756;2020-12-07;30354;6;203;806
9757;2020-01-16;12708;6;63;912
9758;2021-03-07;48922;3;446;
9759;2023-01-10;26539;6;126;797
9760;2020-02-10;17509;7;436;968
9761;2022-10-23;6576;1;226;542
9762;2021-03-29;41224;4;284;888
9763;2021-06-18;478;6;289;
9764;2021-03-31;26782;7;451;
9765;2020-01-05;2759;2;375;394
9766;2022-02-27;3921;7;348;808
9767;2022-06-17;34512;1;138;93
9768;2022-09-11;7107;3;102;
9769;2020-07-01;9426;7;446;
9770;2021-09-18;24038;7;134;181
9771;2022-06-01;26581;6;102;
9772;2022-03-10;38247;7;124;165
9773;2021-10-10;42033;7;317;855
9774;2023-03-23;33112;1;105;998
9775;2020-12-30;10363;6;311;176
9776;2021-01-01;49365;7;394;
9777;2022-06-20;15507;4;69;45
9778;2020-12-13;2412;7;127;499
9779;2023-12-06;27006;1;450;472
9780;2021-03-31;25198;1;165;447
9781;2023-12-24;16805;2;14;54
9782;2023-06-29;8651;1;233;691
9783;2023-01-26;24595;1;94;
9784;2023-05-28;9240;3;187;575
9785;2023-09-07;27030;1;224;
9786;2023-08-09;30825;2;126;759
9787;2020-07-05;20439;7;307;122
9788;2023-05-03;27641;1;61;381
9789;2021-01-17;22815;7;351;302
9790;2020-05-25;8955;2;301;130
9791;2023-06-19;37169;1;185;360
9792;2022-09-01;24090;3;152;
9793;2022-12-30;5761;2;116;818
9794;2023-04-19;47730;4;155;
9795;2022-02-13;21732;4;467;
9796;2021-10-25;23940;2;180;185
9797;2023-09-11;33025;2;397;272
9798;2020-07-27;7780;7;466;311
9799;2020-09-29;17944;4;243;987
9800;2021-05-16;24508;1;202;981
9801;2021-06-14;30089;7;337;
9802;2022-06-22;35244;2;401;
9803;2022-08-03;13126;4;2;
9804;2021-04-20;5762;4;17;
9805;2022-02-08;11721;3;83;426
9806;2022-01-08;3145;3;408;690
9807;2020-06-26;24681;1;72;77
9808;2022-04-09;12642;5;86;221
9809;2023-03-05;5255;4;68;
9810;2021-05-02;19570;6;97;605
9811;2020-01-27;7200;6;385;329
9812;2021-01-20;12580;5;143;
9813;2023-03-16;24314;1;404;799
9814;2023-03-31;14638;2;440;869
9815;2023-06-08;22789;6;215;107
9816;2023-11-02;6896;3;242;823
9817;2020-12-28;15400;7;231;
9818;2023-11-21;43338;3;154;535
9819;2021-08-29;168;2;412;153
9820;2021-01-29;48522;7;286;311
9821;2021-10-12;25438;2;100;389
9822;2020-11-15;37494;2;190;60
9823;2023-05-07;9696;7;289;58
9824;2022-10-27;11303;2;37;320
9825;2021-11-20;660;7;422;574
9826;2020-11-29;42070;5;190;175
9827;2023-12-26;4650;2;231;91
9828;2023-03-05;44067;1;198;539
9829;2020-10-30;27437;3;217;
9830;2023-08-22;13066;4;372;
9831;2023-01-29;45197;7;65;760
9832;2023-10-19;46724;4;318;596
9833;2020-04-19;40248;7;20;
9834;2022-02-22;30385;6;490;440
9835;2020-06-27;27640;4;119;729
9836;2021-10-22;43361;1;151;252
9837;2022-03-26;40864;2;234;614
9838;2021-09-27;31553;3;455;810
9839;2022-09-19;23219;6;244;384
9840;2023-07-09;666;3;434;547
9841;2021-11-10;2878;3;308;694
9842;2023-06-20;31787;2;156;116
9843;2020-10-20;47456;1;445;
9844;2023-04-28;8595;6;461;
9845;2020-08-05;25740;5;34;931
9846;2022-02-22;18121;2;176;425
9847;2020-06-14;19576;2;421;395
9848;2021-10-06;16905;5;203;908
9849;2022-01-21;5199;4;374;312
9850;2022-11-04;34768;5;104;688
9851;2022-02-07;49243;1;461;490
9852;2020-09-06;7097;2;145;33
9853;2021-07-08;24907;3;79;839
9854;2021-12-19;36088;2;470;290
9855;2020-10-15;2026;2;319;
9856;2021-03-01;17477;1;87;341
9857;2023-06-30;92;3;63;
9858;2022-05-28;32109;7;480;481
9859;2021-05-07;36958;7;356;749
9860;2022-03-14;27191;4;26;
9861;2023-01-16;12168;4;427;782
9862;2021-06-09;4255;5;73;963
9863;2023-12-20;3371;4;215;915
9864;2022-12-19;13785;5;421;
9865;2022-08-31;37478;2;437;709
9866;2023-01-20;49514;7;302;395
9867;2023-12-06;18029;3;227;814
9868;2023-05-23;35760;1;268;459
9869;2020-08-05;22497;2;149;843
9870;2022-07-15;22250;2;479;
9871;2023-04-29;46023;4;416;86
9872;2021-03-26;7609;7;257;638
9873;2021-12-14;24962;6;250;303
9874;2023-08-02;3740;1;162;950
9875;2023-06-08;44179;4;496;
9876;2022-07-18;5432;4;464;561
9877;2021-11-02;30552;3;71;199
9878;2021-09-16;43899;4;379;473
9879;2020-04-04;45126;7;223;
9880;2020-12-25;39728;3;8;307
9881;2022-10-10;19584;1;37;689
9882;2022-09-23;10343;1;283;478
9883;2022-07-16;5643;3;145;888
9884;2021-12-03;27395;2;122;417
9885;2021-01-04;18763;4;21;236
9886;2023-12-20;13187;3;247;855
9887;2021-04-23;13221;2;382;
9888;2023-04-17;9746;7;120;
9889;2021-07-19;23310;4;352;925
9890;2020-06-21;41977;3;436;21
9891;2022-03-07;39770;1;365;379
9892;2023-05-02;21720;3;115;412
9893;2023-07-01;40514;2;391;
9894;2020-05-08;33287;6;138;134
9895;2020-08-21;6892;3;403;821
9896;2022-12-15;24326;7;84;362
9897;2022-06-26;22846;3;465;617
9898;2022-03-02;29103;1;1;
9899;2021-11-20;17362;1;338;468
9900;2020-10-15;18462;5;31;906
9901;2020-03-03;29612;3;130;153
9902;2022-10-02;5861;4;480;664
9903;2021-07-14;2709;3;443;550
9904;2021-05-02;41786;7;457;278
9905;2022-03-01;33676;2;62;799
9906;2020-11-13;40995;2;496;761
9907;2022-02-09;6667;5;211;561
9908;2022-07-10;42730;2;237;355
9909;2023-06-29;35985;2;100;
9910;2021-10-04;31015;5;204;373
9911;2020-06-06;21351;6;446;
9912;2023-03-01;14646;6;124;
9913;2023-10-08;47970;6;492;935
9914;2022-03-28;14231;5;138;
9915;2023-04-15;7055;6;351;
9916;2022-09-03;19541;7;433;
9917;2023-07-27;599;5;229;
9918;2023-05-09;44827;4;12;
9919;2022-07-27;29192;2;466;
9920;2021-08-28;1942;4;383;547
9921;2023-03-31;26939;6;357;316
9922;2023-03-31;18753;4;188;
9923;2023-03-05;22154;3;481;
9924;2023-01-11;40655;7;54;
9925;2023-09-14;39748;1;412;448
9926;2023-04-23;20326;2;445;777
9927;2021-04-09;17558;7;68;979
9928;2023-09-15;36068;6;230;272
9929;2020-11-19;21928;7;477;34
9930;2020-03-20;34457;6;103;
9931;2021-10-08;25298;4;443;
9932;2021-02-07;22276;1;80;
9933;2023-02-11;23561;1;76;
9934;2021-08-19;47708;7;415;94
9935;2020-08-31;30214;3;35;838
9936;2021-04-24;40178;7;316;848
9937;2020-03-01;3129;1;4;417
9938;2022-06-18;2678;6;124;91
9939;2022-05-01;6144;5;408;805
9940;2022-10-23;18858;4;77;228
9941;2020-09-13;19681;4;415;277
9942;2023-03-30;42388;4;129;681
9943;2020-09-25;7908;1;25;345
9944;2022-02-28;31392;6;248;
9945;2020-01-30;39595;4;338;
9946;2022-06-10;25620;7;281;664
9947;2020-07-06;776;7;322;90
9948;2021-09-26;21903;7;281;172
9949;2020-06-08;19940;6;264;453
9950;2021-06-27;23754;7;25;447
9951;2021-04-23;12221;1;167;
9952;2022-11-17;49151;3;252;966
9953;2020-08-07;25290;2;386;
9954;2021-12-15;850;5;285;633
9955;2021-01-16;48697;4;221;
9956;2020-12-08;32380;4;329;571
9957;2021-05-16;39544;1;241;110
9958;2022-08-10;831;2;477;60
9959;2021-08-10;46567;4;181;820
9960;2021-01-01;23585;5;233;
9961;2023-08-07;27283;4;278;652
9962;2022-06-30;33016;2;232;
9963;2020-10-10;10780;7;468;
9964;2022-07-16;42386;7;406;664
9965;2022-05-04;27542;6;401;287
9966;2020-02-07;40649;1;248;653
9967;2020-03-30;34124;1;143;207
9968;2021-11-13;19087;5;126;740
9969;2021-10-05;24824;2;275;367
9970;2020-04-13;30768;2;44;984
9971;2020-03-09;29093;3;285;575
9972;2020-12-04;36555;7;160;
9973;2022-09-20;35565;7;169;
9974;2021-08-03;31897;5;279;187
9975;2020-12-08;40190;7;227;
9976;2020-06-15;48395;4;297;228
9977;2022-04-10;1558;6;375;89
9978;2020-07-05;49481;7;203;976
9979;2022-07-17;1253;2;106;309
9980;2023-03-28;27491;2;207;
9981;2023-04-04;1756;3;139;776
9982;2023-09-19;17336;7;216;687
9983;2022-06-26;33825;4;110;776
9984;2023-08-17;8006;4;285;47
9985;2021-12-29;513;1;443;207
9986;2021-03-15;31773;1;154;757
9987;2020-09-26;25703;4;434;377
9988;2020-02-27;835;6;322;840
9989;2020-11-14;47008;4;105;282
9990;2020-02-08;9663;7;496;
9991;2023-11-22;19852;5;8;293
9992;2021-05-09;21040;7;126;954
9993;2020-04-01;46845;6;10;688
9994;2020-11-15;4688;5;227;960
9995;2023-08-23;14536;2;315;327
9996;2020-10-06;23426;6;7;240
9997;2022-02-04;3475;6;373;215
9998;2020-09-15;22747;5;400;512
9999;2023-04-30;38806;5;389;765
10000;2020-09-22;19185;2;333;
10001;2023-06-11;14166;4;226;126
10002;2021-09-25;44441;6;299;560
10003;2022-08-03;11362;5;106;
10004;2023-12-27;17075;2;432;
10005;2023-12-09;36100;4;149;
10006;2022-02-26;318;6;251;591
10007;2020-12-05;43609;2;318;
10008;2020-09-25;33133;7;147;900
10009;2023-06-13;28170;7;231;
10010;2022-01-07;24217;7;45;
10011;2020-03-05;10389;7;40;
10012;2023-09-05;46944;1;192;93
10013;2021-12-02;31850;2;148;82
10014;2020-03-19;36212;4;315;991
10015;2020-11-23;27705;2;2;480
10016;2022-07-22;2391;1;126;
10017;2023-05-08;39600;1;385;287
10018;2023-01-17;16027;6;434;212
10019;2022-01-06;47697;4;56;727
10020;2021-11-03;43147;5;267;912
10021;2023-05-17;29476;5;250;596
10022;2022-07-28;19154;4;241;605
10023;2021-03-25;1540;5;461;
10024;2023-01-16;27046;3;500;80
10025;2021-05-06;2120;1;500;660
10026;2020-12-05;17873;5;491;
10027;2022-12-29;16630;3;335;72
10028;2022-10-24;37774;7;116;
10029;2020-07-18;24745;6;112;
10030;2023-05-19;25163;5;202;501
10031;2021-04-30;24769;2;36;
10032;2020-06-09;31292;1;419;
10033;2021-09-02;34476;2;84;85
10034;2022-07-09;32811;5;106;
10035;2023-11-01;11364;3;315;
